alpha,n_users_scored,precision@10,recall@10,ndcg@10,map@10,hit_rate@10,coverage,novelty,mean_train_ratings
3.0,911.0,0.0650933040614709,0.0732457854183219,0.0863118640319815,0.04148155356178329,0.37760702524698136,0.0713436385255648,7.763123370338148,310.7073545554336
2.0,911.0,0.06564215148188803,0.07317466229161772,0.08539596489808683,0.040576887522094256,0.3754116355653128,0.0850178359096314,7.888593202269603,287.3417124039517
4.0,911.0,0.06278814489571899,0.0724514164275733,0.08476290908920255,0.04101107125779124,0.3699231613611416,0.06064209274673008,7.684269970874311,325.947420417124
1.5,911.0,0.062239297475301866,0.06873883134518104,0.0815386703194251,0.038302127921136346,0.36882546652030734,0.09571938168846611,7.986779912725928,270.3854006586169
1.0,911.0,0.059055982436882544,0.06280284769968685,0.07634707626482758,0.035129138861301326,0.3600439077936334,0.10939357907253269,8.129168765986073,247.72832052689353
0.5,911.0,0.052579582875960484,0.05506677090873664,0.06667751899131147,0.029990691615508665,0.3238199780461032,0.13436385255648037,8.372867177134161,214.25279912184413
0.25,911.0,0.04566410537870472,0.04547785672139065,0.05740798494868431,0.02529243376010403,0.28869374313940727,0.15041617122473247,8.584919498156326,189.84676180021953
0.0,911.0,0.03743139407244786,0.03683333671727252,0.046019461115702175,0.019121126954257738,0.2502744237102086,0.1634958382877527,9.084497437075305,150.51745334796925
