lap_id,driver,segment,corner,sector,start_m,end_m,seg_time_s,v_entry_kph,v_min_kph,v_exit_kph
37,LEC,1,T2,1,435.8,504.1,1.6243,144.5,139.2,139.2
37,LEC,2,T3,1,504.1,611.9,3.613,139.2,89.0,145.5
37,LEC,3,T4,1,611.9,827.8,3.6348,145.5,145.5,250.8
37,LEC,4,T5,1,827.8,1184.6,6.3473,250.8,157.0,265.8
37,LEC,5,T6,1,1184.6,1581.8,4.8217,265.8,265.8,313.6
37,LEC,6,T7,2,1581.8,1876.2,5.6885,313.6,120.0,196.4
37,LEC,7,T8,2,1876.2,2085.2,6.0071,196.4,79.4,183.9
37,LEC,8,T9,2,2085.2,2389.9,6.1813,183.9,129.0,243.6
37,LEC,9,T10,2,2389.9,2675.7,5.1837,243.6,139.8,163.6
37,LEC,10,T11,2,2675.7,2797.5,3.2224,163.6,114.2,148.4
37,LEC,11,T12,2,2797.5,2924.8,2.362,148.4,148.4,221.0
37,LEC,12,T13,2,2924.8,3290.5,8.7126,221.0,68.3,261.5
37,LEC,13,T14,3,3290.5,3683.3,8.0014,261.5,94.8,206.6
37,LEC,14,T15,3,3683.3,4040.2,5.0123,206.6,206.6,283.4
37,LEC,15,T16,3,4040.2,4318.8,4.8969,283.4,112.4,121.0
37,LEC,16,T17,3,4318.8,4478.7,3.4659,121.0,121.0,214.8
37,LEC,17,T18,3,4478.7,4673.0,3.0136,214.8,209.6,209.6
37,LEC,18,T19,3,4673.0,4887.3,3.2338,209.6,209.4,268.0
38,LEC,0,T1,1,0.0,435.8,6.3381,268.0,140.5,143.9
38,LEC,1,T2,1,435.8,504.1,1.7116,143.9,128.5,128.5
38,LEC,2,T3,1,504.1,611.9,3.5628,128.5,89.1,150.0
38,LEC,3,T4,1,611.9,827.8,3.6037,150.0,150.0,253.4
38,LEC,4,T5,1,827.8,1184.6,6.2028,253.4,155.6,264.3
38,LEC,5,T6,1,1184.6,1581.8,4.8333,264.3,264.3,313.3
38,LEC,6,T7,2,1581.8,1876.2,5.5645,313.3,124.3,193.6
38,LEC,7,T8,2,1876.2,2085.2,6.0287,193.6,82.6,180.1
38,LEC,8,T9,2,2085.2,2389.9,6.1831,180.1,130.2,242.8
38,LEC,9,T10,2,2389.9,2675.7,5.1573,242.8,140.8,158.0
38,LEC,10,T11,2,2675.7,2797.5,3.2048,158.0,115.7,144.5
38,LEC,11,T12,2,2797.5,2924.8,2.3916,144.5,144.5,217.7
38,LEC,12,T13,2,2924.8,3290.5,8.6472,217.7,69.1,260.1
38,LEC,13,T14,3,3290.5,3683.3,7.8794,260.1,97.8,202.2
38,LEC,14,T15,3,3683.3,4040.2,5.0276,202.2,202.2,283.1
38,LEC,15,T16,3,4040.2,4318.8,4.9288,283.1,111.5,123.0
38,LEC,16,T17,3,4318.8,4478.7,3.5055,123.0,123.0,209.1
38,LEC,17,T18,3,4478.7,4673.0,3.0947,209.1,207.3,207.3
38,LEC,18,T19,3,4673.0,4887.3,3.1974,207.3,207.3,268.1
39,MAG,0,T1,1,0.0,435.8,6.313,265.3,134.2,134.2
39,MAG,1,T2,1,435.8,504.1,1.622,134.2,134.2,151.7
39,MAG,2,T3,1,504.1,611.9,3.7914,151.7,84.8,122.7
39,MAG,3,T4,1,611.9,827.8,3.7488,122.7,122.7,248.2
39,MAG,4,T5,1,827.8,1184.6,6.4291,248.2,146.9,257.6
39,MAG,5,T6,1,1184.6,1581.8,4.9014,257.6,257.6,311.3
39,MAG,6,T7,2,1581.8,1876.2,5.6827,311.3,114.7,185.7
39,MAG,7,T8,2,1876.2,2085.2,6.1697,185.7,74.4,164.4
39,MAG,8,T9,2,2085.2,2389.9,6.4461,164.4,122.9,238.9
39,MAG,9,T10,2,2389.9,2675.7,5.1512,238.9,140.9,151.3
39,MAG,10,T11,2,2675.7,2797.5,3.3354,151.3,107.7,128.9
39,MAG,11,T12,2,2797.5,2924.8,2.5795,128.9,128.9,211.6
39,MAG,12,T13,2,2924.8,3290.5,8.8699,211.6,66.4,258.3
39,MAG,13,T14,3,3290.5,3683.3,8.0906,258.3,90.8,198.8
39,MAG,14,T15,3,3683.3,4040.2,5.1039,198.8,198.8,282.1
39,MAG,15,T16,3,4040.2,4318.8,4.9342,282.1,110.7,110.7
39,MAG,16,T17,3,4318.8,4478.7,3.6629,110.7,110.7,208.0
39,MAG,17,T18,3,4478.7,4673.0,3.0857,208.0,208.0,208.3
39,MAG,18,T19,3,4673.0,4887.3,3.2823,208.3,208.3,264.7
40,MAG,0,T1,1,0.0,435.8,6.4946,264.8,134.2,139.7
40,MAG,1,T2,1,435.8,504.1,1.5888,139.7,139.7,152.3
40,MAG,2,T3,1,504.1,611.9,3.6467,152.3,86.3,139.2
40,MAG,3,T4,1,611.9,827.8,3.7053,139.2,139.2,248.3
40,MAG,4,T5,1,827.8,1184.6,6.3562,248.3,151.0,260.5
40,MAG,5,T6,1,1184.6,1581.8,4.8697,260.5,260.5,312.6
40,MAG,6,T7,2,1581.8,1876.2,5.8025,312.6,119.5,188.7
40,MAG,7,T8,2,1876.2,2085.2,6.1014,188.7,82.2,174.2
40,MAG,8,T9,2,2085.2,2389.9,6.4411,174.2,126.3,237.6
40,MAG,9,T10,2,2389.9,2675.7,5.2872,237.6,135.0,151.5
40,MAG,10,T11,2,2675.7,2797.5,3.3438,151.5,112.0,139.5
40,MAG,11,T12,2,2797.5,2924.8,2.5469,139.5,139.5,211.9
40,MAG,12,T13,2,2924.8,3290.5,8.6782,211.9,63.2,252.1
40,MAG,13,T14,3,3290.5,3683.3,8.0139,252.1,92.1,198.5
40,MAG,14,T15,3,3683.3,4040.2,5.1327,198.5,198.5,279.8
40,MAG,15,T16,3,4040.2,4318.8,5.0446,279.8,107.3,114.8
40,MAG,16,T17,3,4318.8,4478.7,3.688,114.8,114.8,208.2
40,MAG,17,T18,3,4478.7,4673.0,3.064,208.2,208.2,208.9
40,MAG,18,T19,3,4673.0,4887.3,3.2324,208.9,208.8,266.3
41,MAG,0,T1,1,0.0,435.8,6.317,265.7,140.6,141.8
41,MAG,1,T2,1,435.8,504.1,1.5914,141.8,141.8,153.2
41,MAG,2,T3,1,504.1,611.9,3.7074,153.2,90.3,139.7
41,MAG,3,T4,1,611.9,827.8,3.6946,139.7,139.7,249.5
41,MAG,4,T5,1,827.8,1184.6,6.3769,249.5,151.8,261.0
41,MAG,5,T6,1,1184.6,1581.8,4.8686,261.0,261.0,313.1
41,MAG,6,T7,2,1581.8,1876.2,5.7124,313.1,120.9,186.4
41,MAG,7,T8,2,1876.2,2085.2,6.0003,186.4,76.7,171.8
41,MAG,8,T9,2,2085.2,2389.9,6.2424,171.8,130.4,240.9
41,MAG,9,T10,2,2389.9,2675.7,5.1533,240.9,142.4,154.0
41,MAG,10,T11,2,2675.7,2797.5,3.3036,154.0,107.7,130.8
41,MAG,11,T12,2,2797.5,2924.8,2.563,130.8,130.8,214.3
41,MAG,12,T13,2,2924.8,3290.5,8.7671,214.3,65.2,257.3
41,MAG,13,T14,3,3290.5,3683.3,8.0051,257.3,93.2,198.4
41,MAG,14,T15,3,3683.3,4040.2,5.0897,198.4,198.4,282.3
41,MAG,15,T16,3,4040.2,4318.8,4.8179,282.3,113.6,115.1
41,MAG,16,T17,3,4318.8,4478.7,3.64,115.1,115.1,209.0
41,MAG,17,T18,3,4478.7,4673.0,3.092,209.0,199.3,199.3
41,MAG,18,T19,3,4673.0,4887.3,3.2993,199.3,199.3,262.1
42,MAG,0,T1,1,0.0,435.8,6.1789,267.3,134.7,134.7
42,MAG,1,T2,1,435.8,504.1,1.6047,134.7,134.7,156.9
42,MAG,2,T3,1,504.1,611.9,3.6653,156.9,90.0,121.7
42,MAG,3,T4,1,611.9,827.8,3.7792,121.7,121.7,248.7
42,MAG,4,T5,1,827.8,1184.6,6.4655,248.7,148.3,254.4
42,MAG,5,T6,1,1184.6,1581.8,4.8976,254.4,254.4,310.5
42,MAG,6,T7,2,1581.8,1876.2,5.6691,310.5,119.4,183.3
42,MAG,7,T8,2,1876.2,2085.2,6.0453,183.3,75.4,169.6
42,MAG,8,T9,2,2085.2,2389.9,6.1571,169.6,130.5,241.2
42,MAG,9,T10,2,2389.9,2675.7,5.1106,241.2,139.0,152.5
42,MAG,10,T11,2,2675.7,2797.5,3.2299,152.5,111.0,130.0
42,MAG,11,T12,2,2797.5,2924.8,2.5466,130.0,130.0,215.9
42,MAG,12,T13,2,2924.8,3290.5,8.8321,215.9,67.3,257.7
42,MAG,13,T14,3,3290.5,3683.3,7.9934,257.7,96.2,202.0
42,MAG,14,T15,3,3683.3,4040.2,5.0869,202.0,202.0,279.9
42,MAG,15,T16,3,4040.2,4318.8,4.8992,279.9,114.5,115.1
42,MAG,16,T17,3,4318.8,4478.7,3.6173,115.1,115.1,209.8
42,MAG,17,T18,3,4478.7,4673.0,3.0734,209.8,202.6,202.6
42,MAG,18,T19,3,4673.0,4887.3,3.3177,202.6,202.0,262.7
43,MAG,0,T1,1,0.0,435.8,6.2753,266.4,138.9,139.7
43,MAG,1,T2,1,435.8,504.1,1.5886,139.7,139.7,147.5
43,MAG,2,T3,1,504.1,611.9,3.6907,147.5,88.2,137.9
43,MAG,3,T4,1,611.9,827.8,3.61,137.9,137.9,249.0
43,MAG,4,T5,1,827.8,1184.6,6.3718,249.0,152.9,260.8
43,MAG,5,T6,1,1184.6,1581.8,4.9017,260.8,260.8,310.8
43,MAG,6,T7,2,1581.8,1876.2,5.6046,310.8,120.8,187.8
43,MAG,7,T8,2,1876.2,2085.2,6.0721,187.8,77.2,168.4
43,MAG,8,T9,2,2085.2,2389.9,6.2521,168.4,132.6,242.0
43,MAG,9,T10,2,2389.9,2675.7,5.0655,242.0,142.2,155.5
43,MAG,10,T11,2,2675.7,2797.5,3.24,155.5,112.5,131.6
43,MAG,11,T12,2,2797.5,2924.8,2.5275,131.6,131.6,215.4
43,MAG,12,T13,2,2924.8,3290.5,8.7992,215.4,68.0,257.9
43,MAG,13,T14,3,3290.5,3683.3,7.9659,257.9,94.3,193.5
43,MAG,14,T15,3,3683.3,4040.2,5.1038,193.5,193.5,279.0
43,MAG,15,T16,3,4040.2,4318.8,4.8837,279.0,115.1,116.4
43,MAG,16,T17,3,4318.8,4478.7,3.5709,116.4,116.4,209.7
43,MAG,17,T18,3,4478.7,4673.0,3.1044,209.7,198.9,198.9
43,MAG,18,T19,3,4673.0,4887.3,3.2643,198.9,198.9,261.2
44,MAG,0,T1,1,0.0,435.8,6.2406,265.5,137.1,137.1
44,MAG,1,T2,1,435.8,504.1,1.6207,137.1,137.1,148.1
44,MAG,2,T3,1,504.1,611.9,3.6367,148.1,93.9,136.1
44,MAG,3,T4,1,611.9,827.8,3.7161,136.1,136.1,249.3
44,MAG,4,T5,1,827.8,1184.6,6.3814,249.3,149.7,257.4
44,MAG,5,T6,1,1184.6,1581.8,4.9024,257.4,257.4,309.7
44,MAG,6,T7,2,1581.8,1876.2,5.6965,309.7,122.3,185.6
44,MAG,7,T8,2,1876.2,2085.2,6.0816,185.6,79.3,174.0
44,MAG,8,T9,2,2085.2,2389.9,6.3612,174.0,126.0,238.2
44,MAG,9,T10,2,2389.9,2675.7,5.3039,238.2,132.0,152.6
44,MAG,10,T11,2,2675.7,2797.5,3.3021,152.6,113.2,140.3
44,MAG,11,T12,2,2797.5,2924.8,2.4728,140.3,140.3,214.3
44,MAG,12,T13,2,2924.8,3290.5,8.8351,214.3,64.7,257.2
44,MAG,13,T14,3,3290.5,3683.3,8.006,257.2,92.8,199.0
44,MAG,14,T15,3,3683.3,4040.2,5.0898,199.0,199.0,280.0
44,MAG,15,T16,3,4040.2,4318.8,4.8456,280.0,116.8,120.6
44,MAG,16,T17,3,4318.8,4478.7,3.6051,120.6,120.6,207.5
44,MAG,17,T18,3,4478.7,4673.0,3.0752,207.5,206.6,206.6
44,MAG,18,T19,3,4673.0,4887.3,3.2235,206.6,206.6,265.9
45,MAG,0,T1,1,0.0,435.8,6.2124,267.0,146.0,146.9
45,MAG,1,T2,1,435.8,504.1,1.5979,146.9,146.9,146.9
45,MAG,2,T3,1,504.1,611.9,3.7323,146.9,86.4,139.2
45,MAG,3,T4,1,611.9,827.8,3.6773,139.2,139.2,249.2
45,MAG,4,T5,1,827.8,1184.6,6.3319,249.2,154.9,258.7
45,MAG,5,T6,1,1184.6,1581.8,4.8938,258.7,258.7,311.6
45,MAG,6,T7,2,1581.8,1876.2,5.6942,311.6,119.9,183.0
45,MAG,7,T8,2,1876.2,2085.2,6.0591,183.0,77.9,178.2
45,MAG,8,T9,2,2085.2,2389.9,6.1875,178.2,133.6,241.5
45,MAG,9,T10,2,2389.9,2675.7,5.1046,241.5,141.5,158.2
45,MAG,10,T11,2,2675.7,2797.5,3.1971,158.2,114.3,143.9
45,MAG,11,T12,2,2797.5,2924.8,2.474,143.9,143.9,216.3
45,MAG,12,T13,2,2924.8,3290.5,8.6958,216.3,63.1,259.1
45,MAG,13,T14,3,3290.5,3683.3,7.9616,259.1,95.9,199.2
45,MAG,14,T15,3,3683.3,4040.2,5.0693,199.2,199.2,280.3
45,MAG,15,T16,3,4040.2,4318.8,4.8662,280.3,111.2,120.4
45,MAG,16,T17,3,4318.8,4478.7,3.563,120.4,120.4,212.3
45,MAG,17,T18,3,4478.7,4673.0,3.0476,212.3,210.6,210.6
45,MAG,18,T19,3,4673.0,4887.3,3.2094,210.6,210.5,265.7
46,NOR,0,T1,1,0.0,435.8,6.3289,262.9,135.1,135.1
46,NOR,1,T2,1,435.8,504.1,1.7028,135.1,135.1,141.2
46,NOR,2,T3,1,504.1,611.9,3.649,141.2,90.3,141.5
46,NOR,3,T4,1,611.9,827.8,3.6543,141.5,141.5,250.2
46,NOR,4,T5,1,827.8,1184.6,6.3634,250.2,153.2,257.2
46,NOR,5,T6,1,1184.6,1581.8,4.8948,257.2,257.2,308.0
46,NOR,6,T7,2,1581.8,1876.2,5.6159,308.0,118.6,184.3
46,NOR,7,T8,2,1876.2,2085.2,6.09,184.3,75.3,161.5
46,NOR,8,T9,2,2085.2,2389.9,6.3501,161.5,125.5,237.3
46,NOR,9,T10,2,2389.9,2675.7,5.205,237.3,136.6,151.4
46,NOR,10,T11,2,2675.7,2797.5,3.2672,151.4,108.4,128.7
46,NOR,11,T12,2,2797.5,2924.8,2.5609,128.7,128.7,206.0
46,NOR,12,T13,2,2924.8,3290.5,8.8325,206.0,73.1,254.2
46,NOR,13,T14,3,3290.5,3683.3,8.2511,254.2,94.3,201.2
46,NOR,14,T15,3,3683.3,4040.2,5.0353,201.2,201.2,282.7
46,NOR,15,T16,3,4040.2,4318.8,4.9686,282.7,111.1,121.8
46,NOR,16,T17,3,4318.8,4478.7,3.4743,121.8,121.8,215.3
46,NOR,17,T18,3,4478.7,4673.0,3.0706,215.3,203.3,203.3
46,NOR,18,T19,3,4673.0,4887.3,3.2413,203.3,203.3,262.7
47,NOR,0,T1,1,0.0,435.8,6.4033,265.6,137.0,137.0
47,NOR,1,T2,1,435.8,504.1,1.6828,137.0,136.6,136.6
47,NOR,2,T3,1,504.1,611.9,3.6895,136.6,90.0,140.1
47,NOR,3,T4,1,611.9,827.8,3.6616,140.1,140.1,252.2
47,NOR,4,T5,1,827.8,1184.6,6.2909,252.2,156.8,262.1
47,NOR,5,T6,1,1184.6,1581.8,4.8389,262.1,262.1,310.2
47,NOR,6,T7,2,1581.8,1876.2,5.7569,310.2,121.4,187.0
47,NOR,7,T8,2,1876.2,2085.2,6.0724,187.0,77.1,170.3
47,NOR,8,T9,2,2085.2,2389.9,6.2455,170.3,130.5,239.4
47,NOR,9,T10,2,2389.9,2675.7,5.2178,239.4,137.9,158.7
47,NOR,10,T11,2,2675.7,2797.5,3.2462,158.7,112.7,136.0
47,NOR,11,T12,2,2797.5,2924.8,2.6012,136.0,136.0,208.6
47,NOR,12,T13,2,2924.8,3290.5,8.9814,208.6,68.1,256.8
47,NOR,13,T14,3,3290.5,3683.3,8.0312,256.8,93.8,199.9
47,NOR,14,T15,3,3683.3,4040.2,5.0873,199.9,199.9,280.8
47,NOR,15,T16,3,4040.2,4318.8,4.8639,280.8,109.7,115.6
47,NOR,16,T17,3,4318.8,4478.7,3.5114,115.6,115.6,214.4
47,NOR,17,T18,3,4478.7,4673.0,3.0596,214.4,207.0,207.0
47,NOR,18,T19,3,4673.0,4887.3,3.2413,207.0,207.0,261.1
48,NOR,0,T1,1,0.0,435.8,6.4686,250.1,133.1,134.6
48,NOR,1,T2,1,435.8,504.1,1.6681,134.6,134.6,135.5
48,NOR,2,T3,1,504.1,611.9,3.6476,135.5,92.2,135.0
48,NOR,3,T4,1,611.9,827.8,3.6654,135.0,135.0,252.4
48,NOR,4,T5,1,827.8,1184.6,6.364,252.4,155.4,262.0
48,NOR,5,T6,1,1184.6,1581.8,4.832,262.0,262.0,312.8
48,NOR,6,T7,2,1581.8,1876.2,5.6301,312.8,122.9,187.1
48,NOR,7,T8,2,1876.2,2085.2,6.0586,187.1,77.0,169.4
48,NOR,8,T9,2,2085.2,2389.9,6.2876,169.4,130.2,241.3
48,NOR,9,T10,2,2389.9,2675.7,5.0975,241.3,138.4,149.7
48,NOR,10,T11,2,2675.7,2797.5,3.2654,149.7,111.4,134.3
48,NOR,11,T12,2,2797.5,2924.8,2.5537,134.3,134.3,210.9
48,NOR,12,T13,2,2924.8,3290.5,8.7688,210.9,71.1,257.7
48,NOR,13,T14,3,3290.5,3683.3,7.9799,257.7,93.4,193.5
48,NOR,14,T15,3,3683.3,4040.2,5.0844,193.5,193.5,282.6
48,NOR,15,T16,3,4040.2,4318.8,4.7859,282.6,112.6,112.6
48,NOR,16,T17,3,4318.8,4478.7,3.6157,112.6,112.6,213.4
48,NOR,17,T18,3,4478.7,4673.0,3.058,213.4,206.6,206.6
48,NOR,18,T19,3,4673.0,4887.3,4.4595,206.6,134.3,134.3
49,NOR,0,T1,1,0.0,435.8,6.3924,264.4,134.3,135.4
49,NOR,1,T2,1,435.8,504.1,1.6143,135.4,135.4,145.1
49,NOR,2,T3,1,504.1,611.9,3.654,145.1,88.9,138.1
49,NOR,3,T4,1,611.9,827.8,3.6637,138.1,138.1,251.6
49,NOR,4,T5,1,827.8,1184.6,6.3125,251.6,155.5,258.2
49,NOR,5,T6,1,1184.6,1581.8,4.8413,258.2,258.2,310.9
49,NOR,6,T7,2,1581.8,1876.2,5.7339,310.9,120.4,193.3
49,NOR,7,T8,2,1876.2,2085.2,6.0083,193.3,82.6,174.8
49,NOR,8,T9,2,2085.2,2389.9,6.2402,174.8,129.0,240.5
49,NOR,9,T10,2,2389.9,2675.7,5.1854,240.5,140.6,161.8
49,NOR,10,T11,2,2675.7,2797.5,3.2388,161.8,114.5,141.5
49,NOR,11,T12,2,2797.5,2924.8,2.4415,141.5,141.5,218.5
49,NOR,12,T13,2,2924.8,3290.5,8.8895,218.5,71.3,257.6
49,NOR,13,T14,3,3290.5,3683.3,7.9957,257.6,94.6,205.4
49,NOR,14,T15,3,3683.3,4040.2,5.0131,205.4,205.4,281.0
49,NOR,15,T16,3,4040.2,4318.8,4.9502,281.0,110.8,118.7
49,NOR,16,T17,3,4318.8,4478.7,3.4805,118.7,118.7,215.7
49,NOR,17,T18,3,4478.7,4673.0,3.0802,215.7,205.8,205.8
49,NOR,18,T19,3,4673.0,4887.3,3.2155,205.8,205.5,262.2
50,NOR,0,T1,1,0.0,435.8,6.2933,266.4,141.4,141.4
50,NOR,1,T2,1,435.8,504.1,1.6242,141.4,138.2,138.2
50,NOR,2,T3,1,504.1,611.9,3.5766,138.2,92.7,138.6
50,NOR,3,T4,1,611.9,827.8,3.6717,138.6,138.6,250.8
50,NOR,4,T5,1,827.8,1184.6,6.2679,250.8,158.5,261.3
50,NOR,5,T6,1,1184.6,1581.8,4.8821,261.3,261.3,309.5
50,NOR,6,T7,2,1581.8,1876.2,5.6874,309.5,123.4,190.2
50,NOR,7,T8,2,1876.2,2085.2,5.9297,190.2,86.2,171.6
50,NOR,8,T9,2,2085.2,2389.9,6.2226,171.6,134.7,240.8
50,NOR,9,T10,2,2389.9,2675.7,5.1038,240.8,140.3,154.8
50,NOR,10,T11,2,2675.7,2797.5,3.2441,154.8,114.1,135.5
50,NOR,11,T12,2,2797.5,2924.8,2.4857,135.5,135.5,215.2
50,NOR,12,T13,2,2924.8,3290.5,8.8081,215.2,70.4,257.4
50,NOR,13,T14,3,3290.5,3683.3,7.8068,257.4,93.7,196.8
50,NOR,14,T15,3,3683.3,4040.2,5.0941,196.8,196.8,281.9
50,NOR,15,T16,3,4040.2,4318.8,4.9185,281.9,107.5,112.2
50,NOR,16,T17,3,4318.8,4478.7,3.5662,112.2,112.2,214.5
50,NOR,17,T18,3,4478.7,4673.0,3.1395,214.5,207.5,207.5
50,NOR,18,T19,3,4673.0,4887.3,3.2169,207.5,207.5,264.7
51,NOR,0,T1,1,0.0,435.8,6.2718,266.1,141.6,143.8
51,NOR,1,T2,1,435.8,504.1,1.6002,143.8,134.2,134.2
51,NOR,2,T3,1,504.1,611.9,3.5907,134.2,88.5,145.9
51,NOR,3,T4,1,611.9,827.8,3.642,145.9,145.9,252.5
51,NOR,4,T5,1,827.8,1184.6,6.2788,252.5,155.1,262.8
51,NOR,5,T6,1,1184.6,1581.8,4.8601,262.8,262.8,310.8
51,NOR,6,T7,2,1581.8,1876.2,5.715,310.8,119.7,191.9
51,NOR,7,T8,2,1876.2,2085.2,6.0466,191.9,83.5,177.5
51,NOR,8,T9,2,2085.2,2389.9,6.1406,177.5,129.3,237.7
51,NOR,9,T10,2,2389.9,2675.7,5.2203,237.7,138.4,166.3
51,NOR,10,T11,2,2675.7,2797.5,3.2188,166.3,111.7,149.0
51,NOR,11,T12,2,2797.5,2924.8,2.4258,149.0,149.0,216.5
51,NOR,12,T13,2,2924.8,3290.5,8.6974,216.5,64.1,260.1
51,NOR,13,T14,3,3290.5,3683.3,7.8877,260.1,94.6,200.6
51,NOR,14,T15,3,3683.3,4040.2,5.0587,200.6,200.6,282.3
51,NOR,15,T16,3,4040.2,4318.8,4.8838,282.3,113.5,119.8
51,NOR,16,T17,3,4318.8,4478.7,3.4887,119.8,119.8,212.9
51,NOR,17,T18,3,4478.7,4673.0,3.0593,212.9,211.9,211.9
51,NOR,18,T19,3,4673.0,4887.3,3.1838,211.9,211.9,267.2
52,OCO,0,T1,1,0.0,435.8,6.4007,261.3,133.5,137.4
52,OCO,1,T2,1,435.8,504.1,1.5999,137.4,137.4,153.1
52,OCO,2,T3,1,504.1,611.9,3.4769,153.1,97.4,130.7
52,OCO,3,T4,1,611.9,827.8,3.7863,130.7,130.7,247.9
52,OCO,4,T5,1,827.8,1184.6,6.4781,247.9,150.2,249.8
52,OCO,5,T6,1,1184.6,1581.8,4.9447,249.8,249.8,305.6
52,OCO,6,T7,2,1581.8,1876.2,5.7408,305.6,120.3,185.2
52,OCO,7,T8,2,1876.2,2085.2,6.0753,185.2,74.0,167.8
52,OCO,8,T9,2,2085.2,2389.9,6.4405,167.8,122.9,239.4
52,OCO,9,T10,2,2389.9,2675.7,5.0689,239.4,145.2,156.5
52,OCO,10,T11,2,2675.7,2797.5,3.4278,156.5,103.3,128.2
52,OCO,11,T12,2,2797.5,2924.8,2.4991,128.2,128.2,215.1
52,OCO,12,T13,2,2924.8,3290.5,8.7893,215.1,74.0,253.3
52,OCO,13,T14,3,3290.5,3683.3,8.2199,253.3,89.0,194.6
52,OCO,14,T15,3,3683.3,4040.2,5.109,194.6,194.6,279.0
52,OCO,15,T16,3,4040.2,4318.8,4.8819,279.0,108.4,109.5
52,OCO,16,T17,3,4318.8,4478.7,3.605,109.5,109.5,208.3
52,OCO,17,T18,3,4478.7,4673.0,3.108,208.3,204.7,204.7
52,OCO,18,T19,3,4673.0,4887.3,3.259,204.7,204.7,264.1
53,OCO,0,T1,1,0.0,435.8,6.4001,263.9,137.3,137.3
53,OCO,1,T2,1,435.8,504.1,1.6043,137.3,137.3,153.3
53,OCO,2,T3,1,504.1,611.9,3.5725,153.3,95.8,124.4
53,OCO,3,T4,1,611.9,827.8,3.714,124.4,124.4,248.4
53,OCO,4,T5,1,827.8,1184.6,6.3813,248.4,152.5,257.7
53,OCO,5,T6,1,1184.6,1581.8,4.919,257.7,257.7,308.0
53,OCO,6,T7,2,1581.8,1876.2,5.9556,308.0,115.1,194.3
53,OCO,7,T8,2,1876.2,2085.2,5.9736,194.3,84.3,180.5
53,OCO,8,T9,2,2085.2,2389.9,6.2268,180.5,129.5,242.7
53,OCO,9,T10,2,2389.9,2675.7,5.1524,242.7,146.4,156.0
53,OCO,10,T11,2,2675.7,2797.5,3.4076,156.0,106.1,143.6
53,OCO,11,T12,2,2797.5,2924.8,2.4079,143.6,143.6,212.6
53,OCO,12,T13,2,2924.8,3290.5,8.8357,212.6,63.4,257.0
53,OCO,13,T14,3,3290.5,3683.3,8.0536,257.0,94.7,203.9
53,OCO,14,T15,3,3683.3,4040.2,5.0621,203.9,203.9,281.0
53,OCO,15,T16,3,4040.2,4318.8,4.8952,281.0,109.5,118.4
53,OCO,16,T17,3,4318.8,4478.7,3.519,118.4,118.4,213.2
53,OCO,17,T18,3,4478.7,4673.0,3.039,213.2,209.5,209.5
53,OCO,18,T19,3,4673.0,4887.3,3.2496,209.5,209.3,262.3
54,OCO,0,T1,1,0.0,435.8,6.2938,264.4,129.0,129.0
54,OCO,1,T2,1,435.8,504.1,1.7554,129.0,129.0,136.9
54,OCO,2,T3,1,504.1,611.9,3.601,136.9,98.7,134.0
54,OCO,3,T4,1,611.9,827.8,3.722,134.0,134.0,249.5
54,OCO,4,T5,1,827.8,1184.6,6.4155,249.5,152.0,255.2
54,OCO,5,T6,1,1184.6,1581.8,4.9151,255.2,255.2,307.9
54,OCO,6,T7,2,1581.8,1876.2,5.5921,307.9,120.7,181.3
54,OCO,7,T8,2,1876.2,2085.2,6.0586,181.3,76.4,171.6
54,OCO,8,T9,2,2085.2,2389.9,6.3965,171.6,124.2,232.0
54,OCO,9,T10,2,2389.9,2675.7,5.0739,232.0,147.8,158.7
54,OCO,10,T11,2,2675.7,2797.5,3.3387,158.7,114.5,133.2
54,OCO,11,T12,2,2797.5,2924.8,2.4586,133.2,133.2,217.0
54,OCO,12,T13,2,2924.8,3290.5,8.8109,217.0,69.8,257.1
54,OCO,13,T14,3,3290.5,3683.3,8.0998,257.1,94.3,191.2
54,OCO,14,T15,3,3683.3,4040.2,5.0942,191.2,191.2,280.5
54,OCO,15,T16,3,4040.2,4318.8,4.993,280.5,107.8,117.8
54,OCO,16,T17,3,4318.8,4478.7,3.4224,117.8,117.8,215.5
54,OCO,17,T18,3,4478.7,4673.0,3.02,215.5,212.0,212.0
54,OCO,18,T19,3,4673.0,4887.3,3.2163,212.0,212.0,263.5
55,OCO,0,T1,1,0.0,435.8,6.7875,266.8,135.2,148.0
55,OCO,1,T2,1,435.8,504.1,1.611,148.0,129.9,129.9
55,OCO,2,T3,1,504.1,611.9,3.4874,129.9,92.0,154.6
55,OCO,3,T4,1,611.9,827.8,3.5631,154.6,154.6,253.2
55,OCO,4,T5,1,827.8,1184.6,6.3227,253.2,151.7,259.8
55,OCO,5,T6,1,1184.6,1581.8,4.8888,259.8,259.8,308.3
55,OCO,6,T7,2,1581.8,1876.2,5.7316,308.3,113.9,193.3
55,OCO,7,T8,2,1876.2,2085.2,6.0839,193.3,81.9,180.6
55,OCO,8,T9,2,2085.2,2389.9,6.2449,180.6,127.1,244.2
55,OCO,9,T10,2,2389.9,2675.7,5.0822,244.2,145.1,166.7
55,OCO,10,T11,2,2675.7,2797.5,3.3424,166.7,108.6,145.4
55,OCO,11,T12,2,2797.5,2924.8,2.4238,145.4,145.4,211.8
