lap_id,driver,segment,corner,sector,start_m,end_m,seg_time_s,v_entry_kph,v_min_kph,v_exit_kph
55,OCO,12,T13,2,2924.8,3290.5,8.7435,211.8,65.4,258.1
55,OCO,13,T14,3,3290.5,3683.3,8.0767,258.1,93.9,198.9
55,OCO,14,T15,3,3683.3,4040.2,5.0675,198.9,198.9,280.4
55,OCO,15,T16,3,4040.2,4318.8,4.9596,280.4,108.2,120.2
55,OCO,16,T17,3,4318.8,4478.7,3.4439,120.2,120.2,213.4
55,OCO,17,T18,3,4478.7,4673.0,3.034,213.4,213.4,216.0
55,OCO,18,T19,3,4673.0,4887.3,3.1944,216.0,216.0,263.5
56,OCO,0,T1,1,0.0,435.8,6.4843,264.9,133.4,137.2
56,OCO,1,T2,1,435.8,504.1,1.6371,137.2,137.2,141.1
56,OCO,2,T3,1,504.1,611.9,3.5792,141.1,93.7,139.3
56,OCO,3,T4,1,611.9,827.8,3.7187,139.3,139.3,251.7
56,OCO,4,T5,1,827.8,1184.6,6.3735,251.7,151.0,260.2
56,OCO,5,T6,1,1184.6,1581.8,4.9159,260.2,260.2,307.7
56,OCO,6,T7,2,1581.8,1876.2,5.7537,307.7,121.7,195.4
56,OCO,7,T8,2,1876.2,2085.2,6.1221,195.4,81.8,176.8
56,OCO,8,T9,2,2085.2,2389.9,6.2801,176.8,124.4,242.5
56,OCO,9,T10,2,2389.9,2675.7,5.1907,242.5,142.4,157.6
56,OCO,10,T11,2,2675.7,2797.5,3.3318,157.6,110.4,139.7
56,OCO,11,T12,2,2797.5,2924.8,2.4646,139.7,139.7,217.0
56,OCO,12,T13,2,2924.8,3290.5,8.7742,217.0,68.3,258.1
56,OCO,13,T14,3,3290.5,3683.3,7.9786,258.1,92.8,190.0
56,OCO,14,T15,3,3683.3,4040.2,5.1199,190.0,190.0,280.7
56,OCO,15,T16,3,4040.2,4318.8,4.9085,280.7,104.5,115.4
56,OCO,16,T17,3,4318.8,4478.7,3.5583,115.4,115.4,212.6
56,OCO,17,T18,3,4478.7,4673.0,3.1153,212.6,204.3,204.3
56,OCO,18,T19,3,4673.0,4887.3,3.2578,204.3,204.3,264.6
57,OCO,0,T1,1,0.0,435.8,6.4249,264.2,138.3,139.8
57,OCO,1,T2,1,435.8,504.1,1.5902,139.8,139.8,145.4
57,OCO,2,T3,1,504.1,611.9,3.5089,145.4,98.9,143.8
57,OCO,3,T4,1,611.9,827.8,3.6696,143.8,143.8,250.9
57,OCO,4,T5,1,827.8,1184.6,6.2862,250.9,154.2,257.0
57,OCO,5,T6,1,1184.6,1581.8,4.9169,257.0,257.0,308.3
57,OCO,6,T7,2,1581.8,1876.2,5.6995,308.3,122.9,185.0
57,OCO,7,T8,2,1876.2,2085.2,6.0015,185.0,77.3,175.2
57,OCO,8,T9,2,2085.2,2389.9,6.2667,175.2,131.9,240.1
57,OCO,9,T10,2,2389.9,2675.7,5.0687,240.1,146.8,157.3
57,OCO,10,T11,2,2675.7,2797.5,3.4027,157.3,107.9,136.7
57,OCO,11,T12,2,2797.5,2924.8,2.4211,136.7,136.7,220.8
57,OCO,12,T13,2,2924.8,3290.5,8.6813,220.8,68.4,256.9
57,OCO,13,T14,3,3290.5,3683.3,7.994,256.9,94.7,200.3
57,OCO,14,T15,3,3683.3,4040.2,5.0502,200.3,200.3,282.3
57,OCO,15,T16,3,4040.2,4318.8,4.9312,282.3,106.5,115.4
57,OCO,16,T17,3,4318.8,4478.7,3.512,115.4,115.4,212.5
57,OCO,17,T18,3,4478.7,4673.0,3.0544,212.5,211.0,211.0
57,OCO,18,T19,3,4673.0,4887.3,3.193,211.0,211.0,263.9
58,PER,0,T1,1,0.0,435.8,6.4136,262.0,126.9,126.9
58,PER,1,T2,1,435.8,504.1,1.6856,126.9,126.9,144.7
58,PER,2,T3,1,504.1,611.9,3.6166,144.7,88.2,141.8
58,PER,3,T4,1,611.9,827.8,3.707,141.8,141.8,248.6
58,PER,4,T5,1,827.8,1184.6,6.397,248.6,151.4,258.7
58,PER,5,T6,1,1184.6,1581.8,4.9014,258.7,258.7,308.7
58,PER,6,T7,2,1581.8,1876.2,5.6349,308.7,120.6,187.3
58,PER,7,T8,2,1876.2,2085.2,5.9917,187.3,72.7,169.0
58,PER,8,T9,2,2085.2,2389.9,6.3423,169.0,128.0,235.2
58,PER,9,T10,2,2389.9,2675.7,5.1327,235.2,140.2,155.2
58,PER,10,T11,2,2675.7,2797.5,3.3336,155.2,110.1,132.1
58,PER,11,T12,2,2797.5,2924.8,2.515,132.1,132.1,210.4
58,PER,12,T13,2,2924.8,3290.5,8.9169,210.4,67.4,258.1
58,PER,13,T14,3,3290.5,3683.3,8.0492,258.1,89.8,202.8
58,PER,14,T15,3,3683.3,4040.2,5.0794,202.8,202.8,279.6
58,PER,15,T16,3,4040.2,4318.8,4.9316,279.6,107.6,115.5
58,PER,16,T17,3,4318.8,4478.7,3.5962,115.5,115.5,205.1
58,PER,17,T18,3,4478.7,4673.0,3.1029,205.1,203.2,204.7
58,PER,18,T19,3,4673.0,4887.3,3.2153,204.7,204.7,264.7
59,PER,0,T1,1,0.0,435.8,6.4651,262.9,132.2,134.7
59,PER,1,T2,1,435.8,504.1,1.5702,134.7,134.7,147.0
59,PER,2,T3,1,504.1,611.9,3.6339,147.0,86.0,148.7
59,PER,3,T4,1,611.9,827.8,3.6596,148.7,148.7,249.4
59,PER,4,T5,1,827.8,1184.6,6.2783,249.4,154.5,260.6
59,PER,5,T6,1,1184.6,1581.8,4.8917,260.6,260.6,309.5
59,PER,6,T7,2,1581.8,1876.2,5.6583,309.5,122.9,185.0
59,PER,7,T8,2,1876.2,2085.2,5.9987,185.0,76.5,171.3
59,PER,8,T9,2,2085.2,2389.9,6.3195,171.3,125.5,237.0
59,PER,9,T10,2,2389.9,2675.7,5.1738,237.0,139.6,156.1
59,PER,10,T11,2,2675.7,2797.5,3.3028,156.1,111.4,142.6
59,PER,11,T12,2,2797.5,2924.8,2.4597,142.6,142.6,215.5
59,PER,12,T13,2,2924.8,3290.5,8.7533,215.5,70.3,257.2
59,PER,13,T14,3,3290.5,3683.3,8.048,257.2,93.8,196.8
59,PER,14,T15,3,3683.3,4040.2,5.0865,196.8,196.8,278.3
59,PER,15,T16,3,4040.2,4318.8,4.8654,278.3,108.7,111.4
59,PER,16,T17,3,4318.8,4478.7,3.6143,111.4,111.4,209.7
59,PER,17,T18,3,4478.7,4673.0,3.0333,209.7,205.1,205.1
59,PER,18,T19,3,4673.0,4887.3,3.2864,205.1,203.9,260.2
60,PER,0,T1,1,0.0,435.8,6.2583,263.4,134.3,134.3
60,PER,1,T2,1,435.8,504.1,1.6186,134.3,134.3,153.0
60,PER,2,T3,1,504.1,611.9,3.6502,153.0,91.1,128.4
60,PER,3,T4,1,611.9,827.8,3.7982,128.4,128.4,246.1
60,PER,4,T5,1,827.8,1184.6,6.3768,246.1,151.9,254.2
60,PER,5,T6,1,1184.6,1581.8,4.9241,254.2,254.2,309.3
60,PER,6,T7,2,1581.8,1876.2,5.6893,309.3,117.6,169.8
60,PER,7,T8,2,1876.2,2085.2,6.1142,169.8,73.2,171.1
60,PER,8,T9,2,2085.2,2389.9,6.2579,171.1,130.1,238.2
60,PER,9,T10,2,2389.9,2675.7,5.1395,238.2,139.4,159.0
60,PER,10,T11,2,2675.7,2797.5,3.2868,159.0,110.6,136.1
60,PER,11,T12,2,2797.5,2924.8,2.4917,136.1,136.1,214.7
60,PER,12,T13,2,2924.8,3290.5,8.6636,214.7,66.6,255.7
60,PER,13,T14,3,3290.5,3683.3,7.9927,255.7,89.5,196.4
60,PER,14,T15,3,3683.3,4040.2,5.0928,196.4,196.4,280.3
60,PER,15,T16,3,4040.2,4318.8,5.009,280.3,109.1,117.1
60,PER,16,T17,3,4318.8,4478.7,3.612,117.1,117.1,213.0
60,PER,17,T18,3,4478.7,4673.0,3.0613,213.0,207.5,207.5
60,PER,18,T19,3,4673.0,4887.3,3.2729,207.5,207.5,262.4
61,PIA,0,T1,1,0.0,435.8,6.4551,261.6,136.3,138.7
61,PIA,1,T2,1,435.8,504.1,1.6287,138.7,138.7,140.2
61,PIA,2,T3,1,504.1,611.9,3.6671,140.2,88.0,142.9
61,PIA,3,T4,1,611.9,827.8,3.6308,142.9,142.9,251.1
61,PIA,4,T5,1,827.8,1184.6,6.5938,251.1,151.9,257.5
61,PIA,5,T6,1,1184.6,1581.8,4.9135,257.5,257.5,308.6
61,PIA,6,T7,2,1581.8,1876.2,5.9253,308.6,112.3,193.4
61,PIA,7,T8,2,1876.2,2085.2,6.1337,193.4,80.7,177.0
61,PIA,8,T9,2,2085.2,2389.9,6.1915,177.0,128.5,243.5
61,PIA,9,T10,2,2389.9,2675.7,5.31,243.5,135.9,166.4
61,PIA,10,T11,2,2675.7,2797.5,3.286,166.4,110.4,148.7
61,PIA,11,T12,2,2797.5,2924.8,2.4243,148.7,148.7,210.6
61,PIA,12,T13,2,2924.8,3290.5,8.8461,210.6,67.2,257.7
61,PIA,13,T14,3,3290.5,3683.3,7.9589,257.7,93.9,199.0
61,PIA,14,T15,3,3683.3,4040.2,5.082,199.0,199.0,280.8
61,PIA,15,T16,3,4040.2,4318.8,4.9662,280.8,112.0,113.1
61,PIA,16,T17,3,4318.8,4478.7,3.5878,113.1,113.1,211.3
61,PIA,17,T18,3,4478.7,4673.0,3.0916,211.3,209.2,209.2
61,PIA,18,T19,3,4673.0,4887.3,3.2094,209.2,209.2,266.1
62,PIA,0,T1,1,0.0,435.8,6.561,263.2,134.9,138.2
62,PIA,1,T2,1,435.8,504.1,1.692,138.2,125.2,125.2
62,PIA,2,T3,1,504.1,611.9,3.6163,125.2,88.4,149.2
62,PIA,3,T4,1,611.9,827.8,3.5933,149.2,149.2,252.5
62,PIA,4,T5,1,827.8,1184.6,6.3168,252.5,151.0,260.9
62,PIA,5,T6,1,1184.6,1581.8,4.8585,260.9,260.9,310.4
62,PIA,6,T7,2,1581.8,1876.2,5.8298,310.4,116.1,195.2
62,PIA,7,T8,2,1876.2,2085.2,6.1371,195.2,80.5,178.8
62,PIA,8,T9,2,2085.2,2389.9,6.2883,178.8,127.9,241.8
62,PIA,9,T10,2,2389.9,2675.7,5.3626,241.8,131.0,160.8
62,PIA,10,T11,2,2675.7,2797.5,3.3576,160.8,107.2,145.4
62,PIA,11,T12,2,2797.5,2924.8,2.4245,145.4,145.4,210.3
62,PIA,12,T13,2,2924.8,3290.5,8.87,210.3,61.0,260.0
62,PIA,13,T14,3,3290.5,3683.3,8.0332,260.0,93.1,195.8
62,PIA,14,T15,3,3683.3,4040.2,5.0866,195.8,195.8,281.7
62,PIA,15,T16,3,4040.2,4318.8,5.0173,281.7,108.5,111.5
62,PIA,16,T17,3,4318.8,4478.7,3.6771,111.5,111.5,211.3
62,PIA,17,T18,3,4478.7,4673.0,3.1088,211.3,205.6,205.6
62,PIA,18,T19,3,4673.0,4887.3,3.2361,205.6,205.6,263.5
63,RUS,0,T1,1,0.0,435.8,6.2163,263.4,138.0,138.0
63,RUS,1,T2,1,435.8,504.1,1.6173,138.0,138.0,153.3
63,RUS,2,T3,1,504.1,611.9,3.6496,153.3,91.5,136.4
63,RUS,3,T4,1,611.9,827.8,3.7464,136.4,136.4,247.1
63,RUS,4,T5,1,827.8,1184.6,6.4083,247.1,156.7,251.3
63,RUS,5,T6,1,1184.6,1581.8,4.9267,251.3,251.3,307.5
63,RUS,6,T7,2,1581.8,1876.2,5.7088,307.5,119.8,188.5
63,RUS,7,T8,2,1876.2,2085.2,6.0969,188.5,76.5,170.6
63,RUS,8,T9,2,2085.2,2389.9,6.3833,170.6,122.9,238.1
63,RUS,9,T10,2,2389.9,2675.7,5.1439,238.1,142.6,164.0
63,RUS,10,T11,2,2675.7,2797.5,3.3476,164.0,111.1,143.3
63,RUS,11,T12,2,2797.5,2924.8,2.4576,143.3,143.3,216.0
63,RUS,12,T13,2,2924.8,3290.5,8.8485,216.0,69.1,256.8
63,RUS,13,T14,3,3290.5,3683.3,8.0282,256.8,92.8,198.4
63,RUS,14,T15,3,3683.3,4040.2,5.1022,198.4,198.4,279.1
63,RUS,15,T16,3,4040.2,4318.8,4.9403,279.1,109.7,115.9
63,RUS,16,T17,3,4318.8,4478.7,3.5193,115.9,115.9,213.2
63,RUS,17,T18,3,4478.7,4673.0,3.0859,213.2,205.2,205.2
63,RUS,18,T19,3,4673.0,4887.3,3.2508,205.2,205.1,264.6
64,RUS,0,T1,1,0.0,435.8,6.3647,262.8,140.0,140.0
64,RUS,1,T2,1,435.8,504.1,1.5694,140.0,140.0,148.2
64,RUS,2,T3,1,504.1,611.9,3.6876,148.2,91.0,136.0
64,RUS,3,T4,1,611.9,827.8,3.7533,136.0,136.0,249.3
64,RUS,4,T5,1,827.8,1184.6,6.4679,249.3,150.7,254.8
64,RUS,5,T6,1,1184.6,1581.8,4.8783,254.8,254.8,309.2
64,RUS,6,T7,2,1581.8,1876.2,5.7748,309.2,116.0,196.7
64,RUS,7,T8,2,1876.2,2085.2,6.1731,196.7,77.5,176.1
64,RUS,8,T9,2,2085.2,2389.9,6.2056,176.1,124.7,236.0
64,RUS,9,T10,2,2389.9,2675.7,5.2003,236.0,140.9,164.0
64,RUS,10,T11,2,2675.7,2797.5,3.3428,164.0,105.6,151.3
64,RUS,11,T12,2,2797.5,2924.8,2.3791,151.3,151.3,219.4
64,RUS,12,T13,2,2924.8,3290.5,8.7019,219.4,69.3,260.0
64,RUS,13,T14,3,3290.5,3683.3,8.0064,260.0,90.6,203.2
64,RUS,14,T15,3,3683.3,4040.2,5.0641,203.2,203.2,279.9
64,RUS,15,T16,3,4040.2,4318.8,4.9961,279.9,107.0,117.0
64,RUS,16,T17,3,4318.8,4478.7,3.458,117.0,117.0,216.9
64,RUS,17,T18,3,4478.7,4673.0,3.0546,216.9,213.0,213.0
64,RUS,18,T19,3,4673.0,4887.3,3.2531,213.0,213.0,258.6
65,RUS,0,T1,1,0.0,435.8,6.4011,261.7,133.0,137.7
65,RUS,1,T2,1,435.8,504.1,1.5734,137.7,137.7,156.5
65,RUS,2,T3,1,504.1,611.9,3.5235,156.5,94.9,142.2
65,RUS,3,T4,1,611.9,827.8,3.687,142.2,142.2,249.1
65,RUS,4,T5,1,827.8,1184.6,6.3257,249.1,158.8,260.3
65,RUS,5,T6,1,1184.6,1581.8,4.9102,260.3,260.3,308.0
65,RUS,6,T7,2,1581.8,1876.2,5.6663,308.0,120.5,190.3
65,RUS,7,T8,2,1876.2,2085.2,6.0361,190.3,80.8,174.7
65,RUS,8,T9,2,2085.2,2389.9,6.214,174.7,129.8,240.0
65,RUS,9,T10,2,2389.9,2675.7,5.1512,240.0,142.5,163.9
65,RUS,10,T11,2,2675.7,2797.5,3.237,163.9,111.8,144.2
65,RUS,11,T12,2,2797.5,2924.8,2.4269,144.2,144.2,216.5
65,RUS,12,T13,2,2924.8,3290.5,8.7593,216.5,70.3,257.6
65,RUS,13,T14,3,3290.5,3683.3,7.9326,257.6,91.7,201.5
65,RUS,14,T15,3,3683.3,4040.2,5.0884,201.5,201.5,279.0
65,RUS,15,T16,3,4040.2,4318.8,4.9748,279.0,105.1,114.3
65,RUS,16,T17,3,4318.8,4478.7,3.4838,114.3,114.3,214.9
65,RUS,17,T18,3,4478.7,4673.0,3.0963,214.9,205.7,207.0
65,RUS,18,T19,3,4673.0,4887.3,3.2553,207.0,207.0,261.8
66,RUS,0,T1,1,0.0,435.8,6.2811,263.8,140.2,140.2
66,RUS,1,T2,1,435.8,504.1,1.5989,140.2,140.2,151.8
66,RUS,2,T3,1,504.1,611.9,3.6304,151.8,93.2,141.4
66,RUS,3,T4,1,611.9,827.8,3.6898,141.4,141.4,249.1
66,RUS,4,T5,1,827.8,1184.6,6.2649,249.1,160.0,257.5
66,RUS,5,T6,1,1184.6,1581.8,4.891,257.5,257.5,308.3
66,RUS,6,T7,2,1581.8,1876.2,5.6064,308.3,121.2,187.2
66,RUS,7,T8,2,1876.2,2085.2,6.0131,187.2,78.6,174.6
66,RUS,8,T9,2,2085.2,2389.9,6.2545,174.6,128.9,240.9
66,RUS,9,T10,2,2389.9,2675.7,5.0534,240.9,145.7,165.3
66,RUS,10,T11,2,2675.7,2797.5,3.2331,165.3,114.7,139.6
66,RUS,11,T12,2,2797.5,2924.8,2.4534,139.6,139.6,217.3
66,RUS,12,T13,2,2924.8,3290.5,9.0188,217.3,65.2,257.3
66,RUS,13,T14,3,3290.5,3683.3,8.0136,257.3,92.6,200.1
66,RUS,14,T15,3,3683.3,4040.2,5.0828,200.1,200.1,279.4
66,RUS,15,T16,3,4040.2,4318.8,4.8425,279.4,109.4,110.2
66,RUS,16,T17,3,4318.8,4478.7,3.5474,110.2,110.2,214.0
66,RUS,17,T18,3,4478.7,4673.0,3.086,214.0,209.0,209.0
66,RUS,18,T19,3,4673.0,4887.3,3.2391,209.0,209.0,262.1
67,RUS,0,T1,1,0.0,435.8,6.4087,266.8,136.5,139.9
67,RUS,1,T2,1,435.8,504.1,1.5841,139.9,139.9,144.5
67,RUS,2,T3,1,504.1,611.9,3.5496,144.5,90.5,149.2
67,RUS,3,T4,1,611.9,827.8,3.6285,149.2,149.2,249.7
67,RUS,4,T5,1,827.8,1184.6,6.2241,249.7,154.6,257.0
67,RUS,5,T6,1,1184.6,1581.8,4.8729,257.0,257.0,309.4
67,RUS,6,T7,2,1581.8,1876.2,5.6831,309.4,118.8,193.4
67,RUS,7,T8,2,1876.2,2085.2,5.9679,193.4,83.5,179.5
67,RUS,8,T9,2,2085.2,2389.9,6.1306,179.5,131.6,241.3
67,RUS,9,T10,2,2389.9,2675.7,5.0531,241.3,148.7,170.2
67,RUS,10,T11,2,2675.7,2797.5,3.2477,170.2,111.5,152.7
67,RUS,11,T12,2,2797.5,2924.8,2.3785,152.7,152.7,213.9
67,RUS,12,T13,2,2924.8,3290.5,8.7397,213.9,70.6,258.2
67,RUS,13,T14,3,3290.5,3683.3,7.9061,258.2,93.4,198.4
67,RUS,14,T15,3,3683.3,4040.2,5.0801,198.4,198.4,280.7
67,RUS,15,T16,3,4040.2,4318.8,4.8564,280.7,112.1,116.9
67,RUS,16,T17,3,4318.8,4478.7,3.5054,116.9,116.9,215.0
67,RUS,17,T18,3,4478.7,4673.0,3.0616,215.0,212.7,213.2
67,RUS,18,T19,3,4673.0,4887.3,3.1779,213.2,213.0,268.0
68,SAI,0,T1,1,0.0,435.8,6.4904,265.5,129.8,133.6
68,SAI,1,T2,1,435.8,504.1,1.6271,133.6,133.6,142.4
68,SAI,2,T3,1,504.1,611.9,3.6647,142.4,86.5,141.4
68,SAI,3,T4,1,611.9,827.8,3.6595,141.4,141.4,252.2
68,SAI,4,T5,1,827.8,1184.6,6.4097,252.2,152.7,258.6
68,SAI,5,T6,1,1184.6,1581.8,4.8841,258.6,258.6,311.6
68,SAI,6,T7,2,1581.8,1876.2,5.8068,311.6,118.4,177.7
68,SAI,7,T8,2,1876.2,2085.2,6.1585,177.7,79.7,171.5
68,SAI,8,T9,2,2085.2,2389.9,6.3325,171.5,130.8,239.2
68,SAI,9,T10,2,2389.9,2675.7,5.2761,239.2,134.3,157.9
68,SAI,10,T11,2,2675.7,2797.5,3.3356,157.9,109.6,130.0
68,SAI,11,T12,2,2797.5,2924.8,2.5023,130.0,130.0,216.9
68,SAI,12,T13,2,2924.8,3290.5,8.7771,216.9,64.0,258.6
68,SAI,13,T14,3,3290.5,3683.3,8.0998,258.6,89.6,197.5
68,SAI,14,T15,3,3683.3,4040.2,5.0591,197.5,197.5,281.0
68,SAI,15,T16,3,4040.2,4318.8,4.9275,281.0,106.0,113.9
68,SAI,16,T17,3,4318.8,4478.7,3.564,113.9,113.9,211.6
68,SAI,17,T18,3,4478.7,4673.0,3.147,211.6,202.4,202.4
68,SAI,18,T19,3,4673.0,4887.3,3.2432,202.4,202.4,267.2
69,SAI,0,T1,1,0.0,435.8,6.5047,261.9,134.2,137.5
69,SAI,1,T2,1,435.8,504.1,1.5936,137.5,137.5,148.7
69,SAI,2,T3,1,504.1,611.9,3.6502,148.7,88.5,145.3
69,SAI,3,T4,1,611.9,827.8,3.636,145.3,145.3,252.4
69,SAI,4,T5,1,827.8,1184.6,6.3002,252.4,153.0,260.3
69,SAI,5,T6,1,1184.6,1581.8,4.8689,260.3,260.3,313.1
69,SAI,6,T7,2,1581.8,1876.2,5.6849,313.1,121.5,186.3
69,SAI,7,T8,2,1876.2,2085.2,6.1387,186.3,74.2,171.3
69,SAI,8,T9,2,2085.2,2389.9,6.3022,171.3,135.1,240.3
69,SAI,9,T10,2,2389.9,2675.7,5.1205,240.3,136.0,153.5
69,SAI,10,T11,2,2675.7,2797.5,3.2768,153.5,113.8,133.1
69,SAI,11,T12,2,2797.5,2924.8,2.5259,133.1,133.1,215.7
69,SAI,12,T13,2,2924.8,3290.5,8.8401,215.7,67.6,259.6
69,SAI,13,T14,3,3290.5,3683.3,8.0432,259.6,88.3,200.3
69,SAI,14,T15,3,3683.3,4040.2,5.0852,200.3,200.3,282.5
69,SAI,15,T16,3,4040.2,4318.8,4.8452,282.5,112.6,118.5
69,SAI,16,T17,3,4318.8,4478.7,3.5837,118.5,118.5,211.5
69,SAI,17,T18,3,4478.7,4673.0,3.0851,211.5,205.2,205.2
69,SAI,18,T19,3,4673.0,4887.3,3.254,205.2,205.2,266.0
70,SAI,0,T1,1,0.0,435.8,6.4558,267.5,138.3,140.9
70,SAI,1,T2,1,435.8,504.1,1.5946,140.9,137.1,137.1
70,SAI,2,T3,1,504.1,611.9,3.5569,137.1,91.6,148.1
70,SAI,3,T4,1,611.9,827.8,3.5896,148.1,148.1,251.2
70,SAI,4,T5,1,827.8,1184.6,6.3466,251.2,152.7,260.9
70,SAI,5,T6,1,1184.6,1581.8,4.8736,260.9,260.9,313.2
70,SAI,6,T7,2,1581.8,1876.2,5.6943,313.2,121.8,188.4
70,SAI,7,T8,2,1876.2,2085.2,6.0495,188.4,80.3,178.7
70,SAI,8,T9,2,2085.2,2389.9,6.2084,178.7,131.2,242.0
70,SAI,9,T10,2,2389.9,2675.7,5.2303,242.0,139.7,166.5
70,SAI,10,T11,2,2675.7,2797.5,3.1416,166.5,115.3,145.8
70,SAI,11,T12,2,2797.5,2924.8,2.4268,145.8,145.8,217.6
70,SAI,12,T13,2,2924.8,3290.5,8.7199,217.6,66.2,257.8
70,SAI,13,T14,3,3290.5,3683.3,8.1127,257.8,85.5,204.4
70,SAI,14,T15,3,3683.3,4040.2,5.0444,204.4,204.4,282.2
70,SAI,15,T16,3,4040.2,4318.8,5.0777,282.2,107.8,128.7
70,SAI,16,T17,3,4318.8,4478.7,3.4102,128.7,128.7,212.4
70,SAI,17,T18,3,4478.7,4673.0,3.0863,212.4,208.4,211.9
70,SAI,18,T19,3,4673.0,4887.3,3.274,211.9,211.9,264.7
71,SAI,0,T1,1,0.0,435.8,6.4,264.7,137.7,142.3
71,SAI,1,T2,1,435.8,504.1,1.5571,142.3,142.3,150.0
71,SAI,2,T3,1,504.1,611.9,3.5684,150.0,88.5,138.6
71,SAI,3,T4,1,611.9,827.8,3.5999,138.6,138.6,253.7
71,SAI,4,T5,1,827.8,1184.6,6.3372,253.7,152.4,262.6
71,SAI,5,T6,1,1184.6,1581.8,4.859,262.6,262.6,313.0
71,SAI,6,T7,2,1581.8,1876.2,5.641,313.0,122.8,191.2
71,SAI,7,T8,2,1876.2,2085.2,5.9383,191.2,81.6,175.2
71,SAI,8,T9,2,2085.2,2389.9,6.221,175.2,133.0,242.7
71,SAI,9,T10,2,2389.9,2675.7,5.0297,242.7,139.0,160.1
71,SAI,10,T11,2,2675.7,2797.5,3.2157,160.1,115.7,140.6
71,SAI,11,T12,2,2797.5,2924.8,2.4716,140.6,140.6,215.1
71,SAI,12,T13,2,2924.8,3290.5,8.7398,215.1,64.3,260.4
71,SAI,13,T14,3,3290.5,3683.3,7.9534,260.4,90.8,202.1
71,SAI,14,T15,3,3683.3,4040.2,5.0655,202.1,202.1,282.8
71,SAI,15,T16,3,4040.2,4318.8,4.9394,282.8,117.1,119.4
71,SAI,16,T17,3,4318.8,4478.7,3.604,119.4,119.4,211.2
71,SAI,17,T18,3,4478.7,4673.0,3.082,211.2,206.5,206.5
71,SAI,18,T19,3,4673.0,4887.3,3.2161,206.5,206.5,263.7
72,SAI,0,T1,1,0.0,435.8,6.4408,268.3,137.6,141.3
72,SAI,1,T2,1,435.8,504.1,1.5802,141.3,141.3,142.0
72,SAI,2,T3,1,504.1,611.9,3.5652,142.0,89.3,146.1
72,SAI,3,T4,1,611.9,827.8,3.6145,146.1,146.1,251.7
72,SAI,4,T5,1,827.8,1184.6,6.272,251.7,151.5,261.8
72,SAI,5,T6,1,1184.6,1581.8,4.8419,261.8,261.8,312.5
72,SAI,6,T7,2,1581.8,1876.2,5.7856,312.5,120.0,192.2
72,SAI,7,T8,2,1876.2,2085.2,5.9381,192.2,83.4,181.4
72,SAI,8,T9,2,2085.2,2389.9,6.1781,181.4,130.7,244.1
72,SAI,9,T10,2,2389.9,2675.7,5.1591,244.1,136.2,163.1
72,SAI,10,T11,2,2675.7,2797.5,3.1275,163.1,117.8,140.6
72,SAI,11,T12,2,2797.5,2924.8,2.4324,140.6,140.6,217.1
72,SAI,12,T13,2,2924.8,3290.5,8.6684,217.1,67.6,256.6
72,SAI,13,T14,3,3290.5,3683.3,7.8647,256.6,90.9,202.4
72,SAI,14,T15,3,3683.3,4040.2,5.0685,202.4,202.4,282.6
72,SAI,15,T16,3,4040.2,4318.8,4.887,282.6,111.5,121.3
72,SAI,16,T17,3,4318.8,4478.7,3.5296,121.3,121.3,210.9
72,SAI,17,T18,3,4478.7,4673.0,3.0275,210.9,210.9,213.0
72,SAI,18,T19,3,4673.0,4887.3,3.1887,213.0,213.0,266.7
73,SAI,0,T1,1,0.0,435.8,6.2807,268.5,137.6,140.6
73,SAI,1,T2,1,435.8,504.1,1.5743,140.6,140.6,157.1
73,SAI,2,T3,1,504.1,611.9,3.5513,157.1,88.5,143.3
73,SAI,3,T4,1,611.9,827.8,3.6326,143.3,143.3,249.6
73,SAI,4,T5,1,827.8,1184.6,6.1985,249.6,160.3,259.7
73,SAI,5,T6,1,1184.6,1581.8,4.8725,259.7,259.7,313.1
73,SAI,6,T7,2,1581.8,1876.2,5.7133,313.1,122.7,188.3
73,SAI,7,T8,2,1876.2,2085.2,5.9708,188.3,78.6,169.2
73,SAI,8,T9,2,2085.2,2389.9,6.208,169.2,135.7,240.6
73,SAI,9,T10,2,2389.9,2675.7,5.1556,240.6,137.2,161.4
73,SAI,10,T11,2,2675.7,2797.5,3.2247,161.4,116.3,144.2
73,SAI,11,T12,2,2797.5,2924.8,2.4138,144.2,144.2,216.1
73,SAI,12,T13,2,2924.8,3290.5,8.7231,216.1,67.7,260.3
73,SAI,13,T14,3,3290.5,3683.3,7.9,260.3,90.2,203.5
73,SAI,14,T15,3,3683.3,4040.2,5.0298,203.5,203.5,282.6
73,SAI,15,T16,3,4040.2,4318.8,4.8792,282.6,111.2,122.1
73,SAI,16,T17,3,4318.8,4478.7,3.4753,122.1,122.1,215.9
73,SAI,17,T18,3,4478.7,4673.0,3.0101,215.9,211.1,211.1
73,SAI,18,T19,3,4673.0,4887.3,3.1704,211.1,211.1,266.2
74,SAR,0,T1,1,0.0,435.8,6.4085,262.2,115.0,115.0
74,SAR,1,T2,1,435.8,504.1,2.1609,115.0,112.0,118.7
74,SAR,2,T3,1,504.1,611.9,3.8544,118.7,87.2,130.3
74,SAR,3,T4,1,611.9,827.8,3.7952,130.3,130.3,248.8
74,SAR,4,T5,1,827.8,1184.6,6.5087,248.8,149.8,254.9
74,SAR,5,T6,1,1184.6,1581.8,4.9083,254.9,254.9,309.0
