distance_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
675.0,12.9442,13.0239,13.15,12.9249,12.9008,12.8688,12.8866,12.8012,13.4603,13.1292,12.8963,12.9912,13.0046,12.818,12.8884,12.9323,12.805,12.8295,12.8114,13.0973,12.9846,12.8626,12.9261,12.8234,12.9056,12.7178,13.1712,12.9809,12.9852,12.9409,13.009,13.1025,13.033,13.1341,12.9575,13.1664,13.2481,12.8949,12.8656,13.0787,13.0258,12.9116,12.8072,12.7406,12.8126,12.8252,12.9636,13.0624,13.0887,12.9487,12.7833,12.736,12.8492,12.9146,12.9646,13.105,13.0069,12.8145,13.0208,12.9521,12.8854,13.0035,13.1083,12.7959,12.9764,12.795,12.7864,12.7997,13.0546,13.0166,12.8659,12.7669,12.8396,12.6656,13.7846,13.3076,13.042,12.9779,13.0747,13.2738,12.9558,13.0447,12.9652,12.9691,13.0902,13.2887,13.1521,13.169
700.0,13.3974,13.4561,13.5953,13.3665,13.3408,13.3116,13.3544,13.2346,13.8994,13.5631,13.3281,13.4335,13.4487,13.2768,13.3316,13.3623,13.2456,13.2599,13.2423,13.5247,13.4309,13.2956,13.3507,13.2523,13.3465,13.1524,13.6094,13.4286,13.4012,13.377,13.4496,13.5361,13.473,13.5595,13.4027,13.5882,13.6809,13.3304,13.2878,13.5209,13.4589,13.3465,13.257,13.1876,13.2534,13.2613,13.3968,13.4942,13.5165,13.3877,13.2122,13.1654,13.2844,13.3543,13.4044,13.5255,13.4501,13.2455,13.4563,13.3782,13.3337,13.4349,13.5366,13.2441,13.417,13.2276,13.2392,13.233,13.491,13.4489,13.2873,13.1933,13.272,13.09,14.2333,13.7483,13.472,13.4437,13.5201,13.7133,13.3989,13.4847,13.3917,13.4166,13.5358,13.7241,13.5927,13.5991
725.0,13.8208,13.8786,14.011,13.7935,13.7512,13.7272,13.7592,13.64,14.3169,13.9761,13.7454,13.8435,13.8711,13.7267,13.7549,13.7735,13.6575,13.6678,13.6483,13.9317,13.8486,13.7106,13.7567,13.6584,13.7643,13.5637,14.0237,13.8437,13.8181,13.7959,13.8693,13.9515,13.8886,13.9686,13.8093,13.9952,14.0881,13.7382,13.6895,13.9361,13.8741,13.7569,13.6752,13.6027,13.6655,13.6752,13.8043,13.9041,13.9232,13.7945,13.6233,13.5753,13.7003,13.7618,13.8181,13.9277,13.8653,13.6562,13.87,13.7872,13.7576,13.8433,13.9399,13.6688,13.8331,13.6333,13.6509,13.633,13.9022,13.8521,13.6883,13.5959,13.671,13.4991,14.6544,14.1604,13.8836,13.8905,13.9403,14.133,13.8245,13.903,13.7792,13.8287,13.9515,14.1393,14.0055,14.0013
750.0,14.2164,14.272,14.405,14.1965,14.1577,14.1236,14.1507,14.0289,14.7166,14.3713,14.1437,14.2392,14.2703,14.1369,14.1543,14.1675,14.054,14.0564,14.0369,14.3258,14.2486,14.11,14.1485,14.0525,14.1593,13.961,14.423,14.2371,14.2171,14.1934,14.2675,14.3457,14.2891,14.3628,14.2054,14.3876,14.4781,14.1282,14.0798,14.3333,14.2709,14.1543,14.0715,14.002,14.0609,14.067,14.1954,14.2905,14.3137,14.1835,14.0174,13.966,14.1003,14.1421,14.2169,14.3115,14.2587,14.0481,14.2654,14.1758,14.1601,14.2342,14.327,14.0671,14.2269,14.03,14.0462,14.0255,14.2944,14.2416,14.0779,13.9858,14.0605,13.8923,15.0536,14.5578,14.2743,14.3113,14.3381,14.5358,14.2196,14.3045,14.1641,14.2268,14.3501,14.5389,14.4006,14.3962
775.0,14.5964,14.6518,14.7842,14.5768,14.5374,14.5005,14.5292,14.4048,15.101,14.7561,14.5298,14.624,14.6552,14.5305,14.5392,14.5497,14.4379,14.4325,14.4133,14.7043,14.6329,14.492,14.5278,14.4302,14.5417,14.3444,14.8095,14.6191,14.5994,14.5808,14.6526,14.7269,14.674,14.7409,14.5834,14.7654,14.8533,14.5033,14.455,14.7153,14.6525,14.5352,14.4535,14.3843,14.4411,14.4464,14.5701,14.6684,14.6901,14.5594,14.3988,14.3438,14.4864,14.5174,14.5973,14.6888,14.644,14.4243,14.6498,14.5541,14.5457,14.6135,14.7011,14.4494,14.604,14.4118,14.4282,14.4037,14.6761,14.6191,14.4438,14.3626,14.4374,14.2708,15.4414,14.9304,14.6507,14.7099,14.7174,14.9245,14.6078,14.6928,14.5491,14.6154,14.7364,14.9241,14.7854,14.7767
800.0,14.9661,15.0186,15.1511,14.9449,14.9068,14.8681,14.8988,14.7758,15.4723,15.1307,14.902,14.9952,15.0297,14.9072,14.911,14.9206,14.8127,14.802,14.7819,15.0722,15.0046,14.861,14.8967,14.7999,14.9116,14.7162,15.183,14.9917,14.9739,14.9586,15.0252,15.0993,15.0464,15.1104,14.9534,15.1303,15.2181,14.8708,14.8211,15.0774,15.0288,14.9073,14.8256,14.7604,14.8128,14.8166,14.9375,15.0382,15.0537,14.9259,14.7659,14.7084,14.8601,14.8876,14.9699,15.0537,15.0167,14.7933,15.0206,14.9261,14.9193,14.9832,15.0658,14.8236,14.974,14.7837,14.7978,14.7705,15.0459,14.9866,14.8006,14.7289,14.8031,14.638,15.8154,15.2922,15.019,15.0797,15.0844,15.3015,14.9834,15.0676,14.9213,14.9939,15.11,15.2994,15.1594,15.1491
825.0,15.3283,15.3784,15.5092,15.303,15.267,15.2297,15.2596,15.1352,15.8368,15.4951,15.2648,15.3582,15.3938,15.2722,15.2748,15.2848,15.1793,15.1625,15.1445,15.4357,15.3696,15.2244,15.2569,15.1606,15.2753,15.0786,15.5502,15.36,15.3443,15.3185,15.3882,15.464,15.4095,15.47,15.3145,15.4866,15.5757,15.2312,15.1769,15.4354,15.3955,15.2705,15.1882,15.1241,15.1743,15.18,15.2956,15.3978,15.4107,15.285,15.1261,15.0654,15.2236,15.2509,15.3325,15.4098,15.3797,15.1541,15.3831,15.2895,15.285,15.3422,15.4231,15.1892,15.3352,15.1451,15.1603,15.1309,15.4024,15.3451,15.1574,15.0863,15.1611,14.9995,16.1791,15.6446,15.3791,15.4425,15.4445,15.6712,15.3497,15.4333,15.2867,15.3625,15.4731,15.6657,15.5248,15.5104
827.8,15.3681,15.4181,15.5486,15.3425,15.3065,15.2695,15.2993,15.1748,15.8766,15.535,15.3047,15.3983,15.4338,15.3121,15.3146,15.3247,15.2197,15.2021,15.1845,15.4757,15.4095,15.2642,15.2966,15.2005,15.3152,15.1183,15.5904,15.3998,15.3849,15.3581,15.4281,15.504,15.4492,15.5097,15.3538,15.5259,15.615,15.2705,15.2162,15.4752,15.4354,15.3104,15.2281,15.1646,15.2141,15.2199,15.3349,15.4372,15.4497,15.3244,15.1658,15.1047,15.2638,15.2908,15.3722,15.449,15.4193,15.1936,15.4228,15.3289,15.3252,15.3817,15.4626,15.2296,15.375,15.1849,15.2002,15.1709,15.4417,15.3846,15.1969,15.1254,15.2007,15.0389,16.2189,15.6829,15.4188,15.482,15.4839,15.7114,15.3895,15.4736,15.3268,15.4028,15.5129,15.7057,15.5649,15.5501
850.0,15.6831,15.7313,15.8639,15.6562,15.6192,15.5856,15.6159,15.4892,16.1937,15.8517,15.6217,15.7139,15.7498,15.6307,15.6313,15.6427,15.5383,15.5177,15.5036,15.7915,15.7257,15.5802,15.613,15.5149,15.6314,15.4355,15.9093,15.7173,15.7028,15.6721,15.7445,15.8243,15.7654,15.8251,15.6792,15.8408,15.9264,15.5851,15.5299,15.7938,15.7515,15.6282,15.5454,15.4817,15.5294,15.5362,15.6494,15.7519,15.7618,15.6363,15.4819,15.419,15.5813,15.6069,15.6868,15.7599,15.734,15.5085,15.74,15.6441,15.6449,15.6971,15.7773,15.55,15.6942,15.5027,15.5187,15.4898,15.7557,15.6998,15.5104,15.4366,15.514,15.3525,16.536,16.0026,15.7333,15.7977,15.8002,16.0343,15.7064,15.7928,15.6454,15.7217,15.8303,16.0261,15.8831,15.865
875.0,16.0533,16.1032,16.2381,16.0065,15.9764,15.9477,15.9909,15.8515,16.5537,16.2141,15.9994,16.0876,16.1141,15.9955,15.9894,16.0158,15.9197,15.8961,15.8753,16.1697,16.0931,15.9713,15.9802,15.8846,16.0033,15.7963,16.2788,16.0741,16.0681,16.0452,16.113,16.1953,16.1251,16.2064,16.0775,16.2028,16.2983,15.9587,15.9042,16.1488,16.1225,15.9916,15.9031,15.8564,15.8869,15.8948,16.0073,16.1325,16.124,16.0024,15.8426,15.772,15.9434,15.9753,16.0519,16.1568,16.1189,15.8698,16.1095,16.0056,16.0025,16.0918,16.1694,15.9103,16.0825,15.8723,15.8823,15.8562,16.1251,16.0589,15.8822,15.8031,15.8803,15.7077,16.9047,16.4339,16.0987,16.1589,16.1657,16.415,16.067,16.16,15.9995,16.085,16.1901,16.4191,16.2429,16.2468
900.0,16.4971,16.5746,16.7083,16.4438,16.3846,16.3703,16.4378,16.2644,16.99,16.6316,16.4513,16.5351,16.5434,16.4247,16.4122,16.4565,16.3567,16.3513,16.3138,16.6238,16.5291,16.4255,16.43,16.3316,16.4567,16.2142,16.7265,16.4838,16.4923,16.5027,16.5794,16.6527,16.5457,16.6577,16.5294,16.6596,16.7508,16.4586,16.3582,16.5859,16.5682,16.4375,16.3018,16.2812,16.3067,16.3169,16.4337,16.5875,16.5577,16.4511,16.2685,16.214,16.3768,16.4137,16.4903,16.624,16.5776,16.286,16.5421,16.4465,16.4125,16.654,16.6269,16.3209,16.5499,16.2955,16.3022,16.284,16.5686,16.4804,16.3241,16.2562,16.31,16.1121,17.3562,16.9111,16.5413,16.5727,16.5956,16.8516,16.4985,16.6044,16.3756,16.4814,16.6148,16.9073,16.6811,16.7144
925.0,17.0206,17.1184,17.2463,16.9605,16.8537,16.8688,16.9458,16.7538,17.4952,17.1596,16.9769,17.0346,17.0304,16.9105,16.8941,16.9953,16.8842,16.8954,16.8426,17.1785,17.0524,16.9422,16.9572,16.8805,17.0027,16.7317,17.2733,16.9621,17.0,17.0252,17.094,17.1875,17.0512,17.1665,17.0566,17.1829,17.2701,17.117,16.8932,17.1119,17.1034,16.9536,16.7978,16.8088,16.8145,16.8402,16.9302,17.0944,17.0789,16.9737,16.7694,16.7989,16.8872,16.9271,17.0108,17.1636,17.1132,16.7919,17.058,16.9476,16.9033,17.2246,17.164,16.8252,17.0924,16.8087,16.7899,16.7922,17.0945,16.9877,16.8336,16.7742,16.8269,16.5989,17.8964,17.4937,17.0681,17.0784,17.165,17.3679,16.9927,17.1288,16.8505,16.9676,17.1058,17.4799,17.2154,17.2443
950.0,17.5995,17.6912,17.8492,17.5202,17.4184,17.424,17.5294,17.3121,18.0541,17.7385,17.5433,17.5884,17.5765,17.4635,17.4369,17.5965,17.465,17.4902,17.4046,17.786,17.6329,17.5139,17.5376,17.4669,17.6107,17.3063,17.8624,17.5507,17.5809,17.6111,17.6605,17.7746,17.6273,17.7341,17.6383,17.7584,17.8352,17.697,17.476,17.716,17.6928,17.5416,17.3513,17.3829,17.3739,17.4095,17.482,17.6615,17.6449,17.5344,17.3306,17.3636,17.4664,17.4928,17.589,17.7495,17.6904,17.3714,17.6297,17.5127,17.4511,17.7952,17.7458,17.3908,17.6822,17.3678,17.3338,17.3684,17.6621,17.5589,17.4032,17.3505,17.4091,17.1519,18.4754,18.0898,17.6513,17.6445,17.7548,17.9335,17.5439,17.7128,17.3885,17.5066,17.6571,18.1033,17.8021,17.8163
975.0,18.2017,18.2645,18.4506,18.1036,18.0099,18.0027,18.1157,17.8826,18.6504,18.3288,18.1281,18.163,18.1562,18.0423,18.0001,18.1807,18.0435,18.0662,17.9761,18.3909,18.2243,18.0952,18.1289,18.039,18.2136,17.8895,18.464,18.1741,18.1771,18.2099,18.2417,18.3779,18.2246,18.3008,18.2103,18.3318,18.4032,18.2361,18.0275,18.3276,18.2833,18.1298,17.9493,17.9795,17.9787,17.9944,18.0633,18.2404,18.2284,18.1124,17.9019,17.9299,18.0636,18.0848,18.1796,18.3326,18.2787,17.9515,18.226,18.1013,18.0413,18.3884,18.3193,17.973,18.2689,17.9362,17.9017,17.9254,18.259,18.1383,17.9949,17.9389,17.9852,17.7116,19.0791,18.6512,18.2539,18.2455,18.3528,18.5034,18.118,18.3126,17.9865,18.0875,18.2395,18.7082,18.3975,18.389
1000.0,18.763,18.8009,18.9976,18.6567,18.5622,18.5586,18.6567,18.4249,19.224,18.8742,18.6672,18.7143,18.7221,18.5857,18.5473,18.7136,18.5835,18.5892,18.5112,18.9507,18.7814,18.635,18.6731,18.5587,18.7648,18.4269,19.0193,18.7449,18.742,18.7517,18.779,18.9254,18.7727,18.8477,18.7532,18.8562,18.9548,18.7283,18.5385,18.8917,18.8119,18.6709,18.5261,18.5257,18.5402,18.5373,18.6291,18.7673,18.7692,18.6563,18.4427,18.4448,18.6214,18.6363,18.7263,18.8522,18.8128,18.4917,18.7762,18.6241,18.608,18.9576,18.8497,18.513,18.8014,18.468,18.4399,18.4362,18.8126,18.6779,18.547,18.4842,18.5135,18.2442,19.6554,19.1674,18.8085,18.8281,18.9008,19.0363,18.646,18.8558,18.5465,18.6521,18.7892,19.2514,18.9488,18.9198
1025.0,19.2716,19.2993,19.4929,19.1693,19.063,19.0586,19.1456,18.9218,19.7471,19.3627,19.1554,19.221,19.2598,19.0944,19.0591,19.2103,19.0707,19.069,18.9911,19.4475,19.2819,19.1163,19.1625,19.0327,19.2507,18.9132,19.5213,19.2555,19.2505,19.247,19.2667,19.4068,19.2614,19.3324,19.2406,19.3276,19.4416,19.1904,19.0031,19.3929,19.2904,19.1597,19.0539,19.023,19.0523,19.0177,19.144,19.2498,19.2642,19.1419,18.9299,18.9155,19.1301,19.1276,19.2269,19.3356,19.3053,18.9914,19.2653,19.0844,19.1221,19.4644,19.323,19.0099,19.2841,18.9492,18.9258,18.9019,19.3022,19.1772,19.0317,18.9793,18.9969,18.7321,20.1683,19.6485,19.301,19.361,19.3927,19.5291,19.1287,19.346,19.0344,19.1447,19.2853,19.7282,19.4489,19.4052
1050.0,19.7591,19.7505,19.9654,19.6403,19.5329,19.5425,19.6154,19.3908,20.2197,19.8112,19.6198,19.6945,19.7588,19.5587,19.5369,19.6652,19.5232,19.5162,19.4339,19.9179,19.744,19.5702,19.6161,19.4775,19.6955,19.3595,19.9887,19.7321,19.7176,19.7011,19.7234,19.8705,19.7173,19.784,19.7019,19.7433,19.8917,19.6365,19.4395,19.8436,19.7469,19.6167,19.5432,19.4851,19.5207,19.4672,19.6127,19.7,19.7253,19.5954,19.3844,19.3555,19.6075,19.6023,19.7243,19.7754,19.7693,19.4436,19.7218,19.5464,19.5852,19.925,19.776,19.4793,19.7336,19.4026,19.3827,19.3481,19.7745,19.6384,19.4871,19.4243,19.4438,19.1855,20.642,20.1308,19.7639,19.8609,19.8551,19.9858,19.582,19.8028,19.4996,19.6007,19.7454,20.2004,19.9055,19.8591
1075.0,20.2467,20.1826,20.4154,20.1002,19.9694,19.986,20.0505,19.8277,20.6586,20.2341,20.0445,20.1374,20.25,20.0059,19.9709,20.0863,19.9511,19.9306,19.8542,20.3429,20.1788,19.9891,20.0388,19.8948,20.1238,19.7762,20.4328,20.1785,20.1639,20.1284,20.1569,20.2934,20.1552,20.2077,20.1152,20.1419,20.3156,20.0375,19.843,20.2716,20.1653,20.0456,19.9866,19.9084,19.9485,19.8921,20.0585,20.127,20.1661,20.0166,19.8063,19.7739,20.0522,20.0371,20.1513,20.1791,20.1882,19.861,20.1514,19.9669,20.0264,20.3505,20.1918,19.9166,20.1603,19.8441,19.8138,19.7616,20.2079,20.062,19.9086,19.8451,19.8594,19.6215,21.0895,20.5609,20.1861,20.3612,20.2854,20.4107,20.0118,20.2343,19.9551,20.0343,20.1711,20.625,20.3361,20.2625
1100.0,20.6714,20.6074,20.8272,20.5179,20.391,20.4009,20.453,20.2351,21.0696,20.6313,20.4432,20.5433,20.6609,20.4335,20.3879,20.4873,20.3551,20.3303,20.2492,20.7466,20.58,20.3878,20.4405,20.2935,20.5289,20.1725,20.8365,20.6168,20.5841,20.5386,20.563,20.6935,20.5914,20.612,20.5048,20.5371,20.7023,20.4218,20.2224,20.6721,20.5628,20.4455,20.4018,20.3048,20.3538,20.301,20.4651,20.5133,20.5793,20.4131,20.2034,20.1683,20.4559,20.4375,20.5432,20.5655,20.5785,20.2569,20.5578,20.3705,20.4329,20.7433,20.5807,20.3464,20.5706,20.2469,20.2189,20.1597,20.6153,20.4599,20.3044,20.246,20.2521,20.0081,21.5017,20.9856,20.5933,20.7834,20.6959,20.8182,20.4151,20.6411,20.3885,20.4503,20.5782,21.0222,20.7412,20.636
1125.0,21.0481,20.9987,21.2166,20.9367,20.7934,20.7957,20.8473,20.6295,21.4621,21.014,20.8177,20.9242,21.0479,20.8324,20.79,20.8677,20.7393,20.7092,20.6237,21.1304,20.9681,20.7726,20.8324,20.6743,20.9199,20.5504,21.2207,21.0341,21.001,20.9414,20.9519,21.082,20.9758,20.9907,20.8816,20.9125,21.0855,20.7915,20.5917,21.0512,20.9433,20.8331,20.8122,20.6885,20.7362,20.69,20.8474,20.8856,20.9671,20.7914,20.5844,20.5442,20.8591,20.8178,20.927,20.9347,20.9493,20.6323,20.9598,20.7583,20.8309,21.1245,20.953,20.7518,20.9637,20.6467,20.6042,20.5387,20.998,20.8414,20.6873,20.6237,20.6265,20.3865,21.8944,21.3922,20.9906,21.2019,21.0956,21.212,20.8018,21.0404,20.7973,20.8498,20.9783,21.4076,21.1302,21.0059
1150.0,21.4088,21.3663,21.5987,21.3576,21.1879,21.169,21.2287,21.0083,21.8405,21.3811,21.1804,21.289,21.4198,21.2064,21.1642,21.2303,21.1151,21.07,20.9858,21.4915,21.3383,21.1308,21.1929,21.032,21.2823,20.9137,21.5928,21.4387,21.3924,21.3243,21.3244,21.453,21.3468,21.3571,21.2413,21.2775,21.4436,21.1473,20.9471,21.417,21.3089,21.2033,21.2002,21.0525,21.1088,21.0645,21.2148,21.2477,21.3327,21.1542,20.9517,20.9027,21.2364,21.1852,21.2939,21.292,21.3088,20.9931,21.3363,21.1275,21.2099,21.4883,21.31,21.1381,21.3503,21.0262,20.9789,20.908,21.3648,21.2016,21.0577,20.9842,20.9924,20.753,22.2582,21.7593,21.3689,21.62,21.4687,21.5765,21.1682,21.408,21.1781,21.2328,21.3431,21.7835,21.5039,21.3692
1175.0,21.7608,21.715,21.9789,21.7328,21.5498,21.5287,21.6071,21.3662,22.2001,21.7346,21.5334,21.6432,21.7764,21.5661,21.5251,21.5839,21.4673,21.421,21.3364,21.8435,21.6929,21.4735,21.546,21.3814,21.6303,21.2636,21.9476,21.7987,21.7439,21.6873,21.6796,21.812,21.6968,21.7083,21.5889,21.6256,21.792,21.4886,21.2903,21.7711,21.6628,21.5554,21.5601,21.4044,21.4636,21.4194,21.5661,21.597,21.6824,21.505,21.3019,21.2527,21.6084,21.5398,21.6551,21.6407,21.6606,21.3462,21.6886,21.4759,21.5681,21.8424,21.6514,21.5011,21.7109,21.3785,21.3356,21.2607,21.7185,21.5523,21.4113,21.332,21.3416,21.1059,22.5984,22.1142,21.7226,21.9943,21.8264,21.9263,21.5201,21.7591,21.5494,21.5926,21.6947,22.1478,21.8605,21.7213
1184.6,21.8928,21.8475,22.1244,21.8622,21.6861,21.6622,21.7388,21.4968,22.3342,21.8676,21.6642,21.7765,21.9095,21.6999,21.6612,21.7166,21.6003,21.5508,21.4683,21.9747,21.8266,21.6044,21.6773,21.512,21.7624,21.3936,22.0801,21.9316,21.8758,21.82,21.812,21.9443,21.8291,21.8394,21.7208,21.7576,21.9242,21.6179,21.419,21.9044,21.7916,21.6873,21.6936,21.5364,21.5955,21.5518,21.6984,21.7281,21.8137,21.6369,21.4337,21.3835,21.7419,21.6722,21.7878,21.7717,21.7928,21.4798,21.8198,21.6072,21.7021,21.9755,21.7794,21.6379,21.8429,21.5107,21.4651,21.3949,21.8514,21.6848,21.5435,21.4626,21.4727,21.2373,22.7276,22.2402,21.8522,22.1239,21.9567,22.0592,21.6527,21.8929,21.6892,21.7307,21.8274,22.279,21.9939,21.8542
1200.0,22.1018,22.0555,22.3515,22.07,21.896,21.8736,21.9499,21.7037,22.5493,22.0803,21.8734,21.9875,22.1215,21.9112,21.873,21.9285,21.8122,21.7593,21.6782,22.1851,22.0382,21.8152,21.8862,21.7199,21.973,21.6015,22.2924,22.145,22.0867,22.0309,22.0229,22.1536,22.0418,22.0478,21.9314,21.9679,22.1353,21.8225,21.626,22.1182,21.9983,21.8972,21.9051,21.7474,21.8087,21.7648,21.9095,21.9359,22.0248,21.8483,21.643,21.591,21.9552,21.8826,21.9985,21.9795,22.0023,21.6925,22.0304,21.8168,21.9161,22.1877,21.9855,21.8497,22.0519,21.7213,21.6733,21.6048,22.0631,21.8973,21.7531,21.6704,21.6808,21.4492,22.9358,22.4426,22.0601,22.3318,22.165,22.2711,21.8645,22.1045,21.9034,21.9462,22.0387,22.4878,22.2066,22.0665
1225.0,22.4365,22.3857,22.6804,22.4005,22.2305,22.2055,22.2837,22.0355,22.8914,22.4189,22.2094,22.3267,22.4612,22.247,22.2127,22.2659,22.1497,22.0934,22.012,22.521,22.3738,22.1499,22.2185,22.0487,22.3078,21.9328,22.6333,22.4836,22.4216,22.3697,22.3592,22.4885,22.3754,22.3793,22.2636,22.3038,22.4671,22.1498,21.9596,22.4555,22.3315,22.2296,22.2422,22.0831,22.1463,22.1095,22.244,22.2675,22.3555,22.1791,21.9745,21.9204,22.2938,22.2194,22.3338,22.3121,22.3355,22.0299,22.3627,22.1533,22.255,22.5232,22.317,22.1851,22.3851,22.0563,22.007,21.9343,22.3981,22.2324,22.087,22.0014,22.0116,21.7848,23.2713,22.7628,22.3923,22.667,22.495,22.6073,22.2014,22.4394,22.2386,22.2853,22.3762,22.8235,22.5476,22.4035
1250.0,22.7653,22.7096,23.0026,22.7259,22.5596,22.5344,22.6112,22.3622,23.2228,22.7481,22.5401,22.6576,22.7928,22.5765,22.5443,22.5964,22.4818,22.4211,22.3389,22.8484,22.701,22.4754,22.5442,22.3733,22.6345,22.2602,22.9636,22.815,22.7505,22.7016,22.6883,22.8181,22.7033,22.7057,22.5882,22.6301,22.7914,22.4725,22.2828,22.7835,22.657,22.556,22.5728,22.4126,22.4733,22.436,22.5743,22.5915,22.678,22.4932,22.3017,22.2453,22.622,22.5486,22.6606,22.6385,22.6635,22.3573,22.6902,22.4826,22.5866,22.8526,22.6435,22.5143,22.7151,22.3858,22.3327,22.2596,22.7258,22.5588,22.4147,22.3289,22.334,22.1149,23.6001,23.0801,22.7162,22.9956,22.8213,22.9374,22.5301,22.7697,22.5667,22.618,22.7077,23.1542,22.8787,22.7338
1275.0,23.0846,23.0291,23.3207,23.0446,22.8812,22.855,22.9338,22.6851,23.5473,23.0725,22.8631,22.9821,23.1203,22.8999,22.8701,22.9206,22.8074,22.7428,22.6597,23.1714,23.0229,22.7956,22.8629,22.6932,22.9572,22.5814,23.2888,23.1389,23.0739,23.0265,23.013,23.1424,23.0255,23.0273,22.9078,22.9535,23.1095,22.7866,22.5983,23.1045,22.9769,22.8764,22.8972,22.7348,22.797,22.7551,22.898,22.9037,22.9938,22.8059,22.6228,22.5645,22.9464,22.8727,22.9824,22.9585,22.9861,22.6787,23.012,22.8044,22.9109,23.1755,22.9629,22.838,23.0348,22.7077,22.6543,22.5792,23.0483,22.8799,22.7375,22.6482,22.6528,22.4382,23.9252,23.3912,23.0341,23.319,23.1419,23.2623,22.8559,23.0944,22.8891,22.9423,23.0318,23.4775,23.2024,23.0569
1300.0,23.399,23.3427,23.633,23.3576,23.1979,23.1683,23.2524,22.9993,23.8693,23.3925,23.1804,23.3025,23.4416,23.2184,23.1914,23.2399,23.1271,23.0593,22.977,23.488,23.3391,23.1119,23.1762,23.0077,23.2727,22.8974,23.6103,23.4585,23.3917,23.3471,23.3316,23.4622,23.3441,23.3405,23.222,23.2695,23.4239,23.0983,22.9106,23.4214,23.2921,23.1925,23.2151,23.0532,23.1144,23.0702,23.2149,23.2093,23.3059,23.1186,22.9388,22.8793,23.2677,23.1899,23.2998,23.2733,23.3044,22.9955,23.3302,23.1188,23.2302,23.4938,23.2764,23.1568,23.3497,23.0257,22.9711,22.8944,23.3666,23.1948,23.0527,22.9643,22.9654,22.7548,24.2447,23.6982,23.3489,23.6367,23.4562,23.5838,23.175,23.414,23.2047,23.2639,23.3506,23.7961,23.5217,23.3742
1325.0,23.7111,23.6516,23.9416,23.6669,23.51,23.4754,23.5661,23.3095,24.1853,23.7093,23.4937,23.6179,23.7578,23.5327,23.5086,23.5542,23.4423,23.3727,23.29,23.7993,23.6504,23.4238,23.4864,23.3174,23.582,23.2087,23.9265,23.7725,23.7036,23.6631,23.6445,23.7761,23.6589,23.6468,23.5303,23.5818,23.7324,23.4054,23.2193,23.7337,23.6033,23.5031,23.5277,23.3666,23.426,23.383,23.5284,23.5148,23.6158,23.4295,23.2504,23.1901,23.5827,23.5024,23.6115,23.5847,23.6174,23.3095,23.6419,23.4309,23.5443,23.8081,23.587,23.4715,23.6623,23.3382,23.2834,23.2045,23.6769,23.5053,23.3643,23.2752,23.273,23.067,24.559,24.0019,23.6594,23.9506,23.7657,23.8999,23.4919,23.7276,23.5163,23.5784,23.6644,24.108,23.8357,23.6877
1350.0,24.0167,23.9567,24.2463,23.9714,23.8185,23.7796,23.876,23.6176,24.4967,24.0216,23.8045,23.9294,24.0691,23.8432,23.8209,23.8651,23.7544,23.6816,23.5981,24.1067,23.9591,23.7314,23.7937,23.6236,23.8911,23.5155,24.2401,24.0846,24.014,23.976,23.954,24.0875,23.97,23.9461,23.8367,23.8907,24.0398,23.7092,23.5245,24.0442,23.9119,23.811,23.8353,23.6765,23.7349,23.6917,23.8376,23.8217,23.9214,23.7367,23.5581,23.4966,23.8918,23.8132,23.9221,23.893,23.9271,23.6201,23.9525,23.7405,23.8545,24.1188,23.8942,23.7815,23.9704,23.6487,23.5911,23.5117,23.9851,23.8134,23.6727,23.5824,23.5802,23.3742,24.8683,24.3016,23.9655,24.2593,24.0721,24.2118,23.8077,24.0388,23.8253,23.8879,23.9746,24.4187,24.1462,23.9988
1375.0,24.3209,24.2602,24.548,24.2722,24.1234,24.0832,24.1821,23.9219,24.8057,24.3313,24.1135,24.2379,24.3777,24.1511,24.1302,24.1732,24.0626,23.9881,23.9038,24.4117,24.2645,24.0341,24.0981,23.9277,24.1954,23.8189,24.5494,24.3933,24.3211,24.2867,24.2615,24.3962,24.2782,24.2444,24.1395,24.1963,24.3428,24.0118,23.8265,24.3503,24.217,24.1152,24.1418,23.983,24.0412,23.9971,24.1424,24.124,24.2233,24.0407,23.8618,23.7996,24.199,24.1211,24.23,24.1984,24.2355,23.9269,24.2588,24.0464,24.1619,24.4267,24.1976,24.0892,24.2748,23.9559,23.8965,23.8165,24.2913,24.1185,23.977,23.8872,23.8834,23.6777,25.1751,24.599,24.2683,24.5653,24.3754,24.5213,24.118,24.3475,24.131,24.1949,24.2816,24.7259,24.4541,24.3076
