distance_m,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
2100.0,38.9713,38.922,39.3045,39.0096,38.8604,38.4841,38.6913,38.3389,39.3728,38.9911,38.7999,38.8982,38.8854,38.7375,38.6613,38.6994,38.5292,38.3175,38.3298,39.1207,38.8843,38.561,38.8913,38.3791,38.7502,38.1784,39.2792,39.0546,38.737,38.77,38.7313,39.0802,38.705,38.7426,38.7613,38.5357,38.6059,38.4173,38.124,38.9611,38.8561,38.5553,38.5964,38.4184,38.5642,38.4896,38.6054,38.6787,38.6362,38.5067,38.2233,38.2893,38.7986,38.8069,38.6436,38.7595,38.8743,38.3831,38.6437,38.4526,38.7217,39.2278,38.8882,38.6634,38.9567,38.4127,38.266,38.2026,38.9941,38.6733,38.4499,38.193,38.3212,38.0784,40.0011,39.4854,38.9967,39.2871,39.0772,39.2249,38.6723,38.9453,38.6571,38.7762,38.769,39.5725,39.0976,39.0139
2125.0,39.5026,39.4404,39.8316,39.5614,39.3782,38.9518,39.179,38.8211,39.8571,39.4956,39.3017,39.4451,39.3911,39.2459,39.1573,39.2158,39.0252,38.8121,38.8111,39.6367,39.3878,39.0844,39.4779,38.8847,39.261,38.6747,39.7973,39.5614,39.2339,39.2471,39.209,39.5648,39.1868,39.2447,39.2769,39.0153,39.0785,38.9463,38.6324,39.459,39.3665,39.0476,39.0826,38.9075,39.0417,38.9795,39.0927,39.1792,39.1324,39.0051,38.7153,38.7801,39.2943,39.3246,39.1344,39.2711,39.3857,38.8632,39.1273,38.9255,39.2055,39.7537,39.4189,39.1841,39.4931,38.9111,38.7464,38.7194,39.494,39.1834,38.9816,38.6964,38.8381,38.5639,40.4782,40.1092,39.5521,39.8041,39.5891,39.7468,39.1653,39.454,39.1727,39.2573,39.259,40.1206,39.582,39.5194
2150.0,40.1381,40.0378,40.5057,40.2334,40.002,39.5076,39.7841,39.383,40.4119,40.1041,39.8999,40.0635,39.9751,39.8367,39.7489,39.8193,39.6413,39.4146,39.3965,40.2742,40.0033,39.7213,40.1729,39.4872,39.8924,39.2549,40.4221,40.1726,39.8466,39.8191,39.755,40.1482,39.7631,39.8625,39.9144,39.5964,39.6146,39.5703,39.2301,40.0424,39.9705,39.6365,39.6585,39.4765,39.6184,39.5544,39.6499,39.7809,39.7251,39.5921,39.2785,39.3749,39.8782,39.9329,39.7285,39.886,39.9927,39.5004,39.6965,39.5126,39.756,40.3502,40.0288,39.8052,40.1209,39.5099,39.4013,39.3251,40.112,39.7944,39.6,39.2921,39.4412,39.1568,41.0675,40.8305,40.2517,40.4248,40.2147,40.3328,39.7327,40.0592,39.7633,39.805,39.8384,40.7669,40.139,40.1141
2175.0,40.8462,40.7307,41.2678,40.9644,40.6976,40.1378,40.4704,40.0437,41.0709,40.7897,40.5779,40.7497,40.6282,40.4843,40.3927,40.5024,40.3385,40.1022,40.0753,40.9866,40.7111,40.4135,40.8918,40.1889,40.5961,39.9357,41.1363,40.8612,40.5429,40.4939,40.4031,40.8339,40.4094,40.5524,40.6243,40.2686,40.2519,40.2589,39.8955,40.7229,40.6682,40.3144,40.3197,40.1376,40.3036,40.2054,40.3081,40.4501,40.3821,40.2703,39.9215,40.0465,40.5743,40.614,40.3989,40.5674,40.7,40.1834,40.3422,40.1909,40.4097,41.0275,40.7162,40.5157,40.8303,40.187,40.0854,40.0029,40.7885,40.4523,40.2749,39.9629,40.1117,39.8127,41.8319,41.5617,40.9506,41.1223,40.901,41.0223,40.3957,40.7538,40.4277,40.4542,40.4896,41.4956,40.796,40.8
2200.0,41.5579,41.4536,42.0,41.651,41.3866,40.8346,41.1649,40.7553,41.7867,41.5008,41.2674,41.4557,41.3141,41.1792,41.1038,41.2228,41.0498,40.8155,40.7889,41.6917,41.4251,41.0991,41.5283,40.8992,41.2927,40.6391,41.8374,41.5523,41.223,41.2033,41.0959,41.5501,41.0939,41.2446,41.3151,40.9707,40.9295,40.9315,40.5768,41.4571,41.3842,41.0145,41.0179,40.8224,41.016,40.8853,41.017,41.1504,41.0727,40.9757,40.6035,40.7228,41.3111,41.3007,41.1328,41.2577,41.4063,40.8752,41.0417,40.9098,41.1058,41.7113,41.4134,41.2339,41.5154,40.8859,40.7693,40.6684,41.4773,41.1213,40.9112,40.636,40.7812,40.4826,42.7055,42.2005,41.644,41.8292,41.6147,41.7272,41.0954,41.4757,41.1387,41.1631,41.1787,42.1936,41.5134,41.5045
2225.0,42.1841,42.0782,42.6435,42.2436,41.9992,41.4677,41.7902,41.3869,42.4588,42.1548,41.8949,42.0957,41.955,41.8262,41.7631,41.8656,41.6892,41.4426,41.4148,42.3268,42.0771,41.7007,42.084,41.5276,41.9099,41.2847,42.4633,42.1786,41.8208,41.8319,41.7301,42.1681,41.7302,41.8644,41.9325,41.6185,41.5635,41.5117,41.1919,42.127,42.0309,41.6393,41.6521,41.4462,41.679,41.5161,41.6923,41.7756,41.7089,41.595,41.2285,41.3119,41.9714,41.9034,41.7931,41.8914,42.0205,41.4851,41.7087,41.5474,41.7497,42.3256,42.0411,41.8625,42.0897,41.4978,41.3785,41.2553,42.1047,41.7583,41.5052,41.2494,41.3877,41.1003,43.4669,42.7351,42.247,42.4652,42.2571,42.3501,41.709,42.1158,41.7584,41.8121,41.8177,42.7933,42.1881,42.125
2250.0,42.729,42.6135,43.1793,42.7514,42.5309,42.0348,42.3113,41.9291,43.0507,42.719,42.4427,42.628,42.5173,42.3797,42.3246,42.4148,42.2402,41.9868,41.9497,42.8781,42.6489,42.2204,42.5476,42.0914,42.4414,41.8302,42.9999,42.702,42.3409,42.37,42.2977,42.7106,42.287,42.4149,42.4615,42.1754,42.1523,42.0213,41.7186,42.7005,42.6104,42.1916,42.1334,41.9974,42.231,42.0623,42.2653,42.3164,42.2676,42.1347,41.7771,41.8275,42.5199,42.4315,42.3531,42.4186,42.549,42.0264,42.285,42.1015,42.3025,42.8434,42.5717,42.4027,42.5961,42.015,41.9128,41.7591,42.661,42.3142,42.048,41.7958,41.9129,41.6508,44.0975,43.214,42.7585,43.0138,42.8225,42.8889,42.2411,42.6065,42.3181,42.3727,42.3703,43.311,42.7854,42.6566
2275.0,43.2101,43.1015,43.6664,43.2285,43.0139,42.5218,42.7478,42.4154,43.5628,43.2201,42.9271,43.1157,43.0076,42.8649,42.8182,42.9151,42.727,42.4703,42.4291,43.3673,43.1475,42.6907,42.9848,42.5629,42.9248,42.3327,43.4851,43.1702,42.8185,42.8472,42.7993,43.1801,42.7801,42.8993,42.9344,42.6577,42.6659,42.4847,42.1898,43.2041,43.1125,42.6642,42.5844,42.4936,42.7308,42.5365,42.7657,42.7741,42.7551,42.6115,42.2688,42.2987,43.0118,42.8998,42.8377,42.8786,43.0142,42.499,42.782,42.5953,42.8025,43.3073,43.0475,42.8796,43.0511,42.4833,42.3876,42.2216,43.1559,42.8014,42.5232,42.2717,42.3846,42.1378,44.6126,43.6488,43.2248,43.5157,43.32,43.3741,42.7255,43.0422,42.8128,42.8604,42.8535,43.7879,43.3083,43.1455
2300.0,43.6619,43.5414,44.1008,43.6533,43.4509,42.9771,43.1556,42.8715,44.0184,43.6758,43.3725,43.5663,43.4523,43.3095,43.272,43.3614,43.1729,42.9103,42.8708,43.8137,43.601,43.1238,43.4104,43.007,43.3662,42.7869,43.9283,43.6078,43.2541,43.3005,43.2534,43.6211,43.2264,43.3388,43.3681,43.1105,43.1381,42.9183,42.6244,43.6601,43.5646,43.0881,43.0327,42.9467,43.194,42.9783,43.2188,43.2083,43.1925,43.0518,42.7154,42.7334,43.4644,43.3369,43.2954,43.3177,43.4472,42.9454,43.2423,43.0463,43.247,43.7387,43.4856,43.328,43.4748,42.9226,42.8218,42.6473,43.6053,43.2508,42.9611,42.712,42.8199,42.5848,45.074,44.0655,43.6596,44.0002,43.7759,43.8244,43.1721,43.484,43.2659,43.311,43.3039,44.225,43.7732,43.5923
2325.0,44.0726,43.9582,44.5143,44.0641,43.867,43.4053,43.5693,43.2879,44.4543,44.1025,43.7942,43.9808,43.8728,43.7269,43.7019,43.7818,43.5925,43.3252,43.2842,44.2311,44.0245,43.531,43.8095,43.4225,43.7806,43.2063,44.3426,44.0185,43.6631,43.7199,43.6796,44.0418,43.6489,43.7537,43.7802,43.5349,43.566,43.3261,43.04,44.0875,43.989,43.5041,43.4558,43.3616,43.6219,43.3935,43.639,43.6355,43.6146,43.4664,43.1401,43.1453,43.8965,43.753,43.7219,43.7301,43.8667,43.3586,43.6717,43.4671,43.672,44.1456,43.9001,43.7455,43.8782,43.3331,43.2336,43.0552,44.0244,43.6736,43.3747,43.1286,43.23,43.0003,45.505,44.4563,44.0705,44.4166,44.2016,44.2418,43.5898,43.9122,43.6919,43.735,43.7262,44.6414,44.1998,44.0053
2350.0,44.4648,44.3525,44.9081,44.4583,44.2544,43.8216,43.9623,43.6863,44.8614,44.5079,44.1962,44.3784,44.2732,44.1226,44.1007,44.1834,43.9893,43.7227,43.6838,44.6314,44.4252,43.92,44.1936,43.8204,44.1748,43.61,44.7372,44.4102,44.0571,44.1152,44.0818,44.4394,44.0489,44.1481,44.1739,43.9359,43.9746,43.717,43.4326,44.4935,44.3919,43.9061,43.8534,43.7621,44.0272,43.7877,44.0386,44.032,44.0137,43.86,43.5486,43.5375,44.3285,44.1486,44.1296,44.1246,44.2597,43.7572,44.0747,43.8656,44.0764,44.5411,44.2918,44.1433,44.2667,43.7276,43.6289,43.4507,44.4245,44.0741,43.7712,43.5202,43.6189,43.3979,45.9076,44.8366,44.4743,44.815,44.5927,44.6374,43.9892,44.3167,44.0922,44.1366,44.1325,45.0453,44.6166,44.4027
2375.0,44.8468,44.7368,45.2826,44.8328,44.6333,44.2115,44.3406,44.0684,45.2516,44.8959,44.5766,44.7613,44.6535,44.5059,44.4886,44.5688,44.372,44.1031,44.0668,45.0141,44.8091,44.2969,44.5676,44.2048,44.556,43.996,45.1193,44.7914,44.4367,44.5014,44.4686,44.824,44.4347,44.5279,44.5538,44.3198,44.3614,44.0963,43.8076,44.88,44.781,44.2894,44.2402,44.1451,44.4126,44.1647,44.4236,44.4181,44.4005,44.2381,43.9335,43.9208,44.7195,44.5278,44.519,44.5018,44.643,44.1419,44.4635,44.2495,44.4632,44.9208,44.671,44.5294,44.6474,44.1137,44.0093,43.8272,44.8086,44.4558,44.149,43.9001,43.9975,43.7797,46.2967,45.2046,44.8656,45.1965,44.9749,45.0209,44.3764,44.7112,44.481,44.523,44.52,45.4336,45.0071,44.7901
2389.9,45.0695,44.9563,45.5021,45.0485,44.8526,44.4326,44.5628,44.2923,45.479,45.1223,44.7973,44.9876,44.876,44.7314,44.7143,44.7901,44.5941,44.3247,44.2884,45.2382,45.0305,44.5161,44.7862,44.427,44.7772,44.2199,45.3423,45.013,44.6582,44.7241,44.6928,45.0463,44.6585,44.7489,44.7741,44.5433,44.5867,44.3164,44.0286,45.1042,45.0062,44.511,44.4628,44.3668,44.6371,44.3865,44.6492,44.6417,44.6221,44.4606,44.1554,44.1458,44.9431,44.7471,44.75,44.7209,44.8645,44.3644,44.6902,44.4754,44.6876,45.1396,44.8932,44.7536,44.8747,44.3373,44.23,44.0495,45.0333,44.6795,44.3694,44.1219,44.2165,44.002,46.5241,45.4183,45.0829,45.4186,45.1942,45.244,44.6037,44.9389,44.7085,44.751,44.7433,45.656,45.2348,45.0101
2400.0,45.2172,45.1032,45.6487,45.1939,44.9989,44.5827,44.7108,44.4413,45.6293,45.2741,44.9451,45.1397,45.0257,44.8818,44.8658,44.939,44.743,44.4735,44.437,45.386,45.178,44.6638,44.9336,44.5755,44.9261,44.3694,45.4918,45.1605,44.807,44.8741,44.8457,45.1945,44.8094,44.8976,44.9198,44.693,44.7387,44.4641,44.177,45.2552,45.1563,44.6612,44.6123,44.5162,44.788,44.5357,44.799,44.7898,44.7707,44.608,44.3035,44.295,45.0928,44.8949,44.9046,44.8676,45.0127,44.5127,44.8432,44.6261,44.8383,45.2862,45.0405,44.9033,45.025,44.4871,44.3781,44.1968,45.1837,44.8301,44.5177,44.27,44.3641,44.1523,46.6763,45.5623,45.2297,45.5677,45.341,45.393,44.7535,45.0897,44.8632,44.9036,44.8923,45.8047,45.3852,45.1595
2425.0,45.5764,45.4602,46.0077,45.551,45.3554,44.9454,45.0726,44.8032,45.9965,45.6394,45.3057,45.5017,45.3895,45.2441,45.2376,45.3002,45.1077,44.8361,44.7975,45.7466,45.539,45.0219,45.2899,44.9375,45.288,44.7319,45.8555,45.5138,45.1649,45.2383,45.2099,45.5542,45.1753,45.2594,45.2763,45.0553,45.1031,44.8233,44.5421,45.6208,45.5206,45.0254,44.9776,44.8782,45.1522,44.8968,45.1619,45.1511,45.1287,44.9665,44.6668,44.6523,45.4562,45.2551,45.2654,45.224,45.3721,44.8726,45.2129,44.987,45.2012,45.644,45.3986,45.2667,45.3833,44.8463,44.7399,44.5537,45.549,45.1913,44.8779,44.6297,44.7218,44.5132,47.0422,45.9127,45.5843,45.9283,45.7003,45.7571,45.118,45.4578,45.2287,45.2709,45.2534,46.1651,45.7548,45.5227
2450.0,45.9277,45.8107,46.3571,45.9,45.7065,45.2959,45.4262,45.1565,46.353,45.9967,45.6594,45.8562,45.7435,45.5991,45.5948,45.6558,45.4636,45.1927,45.152,46.0999,45.8956,45.372,45.6403,45.2898,45.6406,45.0858,46.211,45.8601,45.5179,45.597,45.567,45.9093,45.534,45.612,45.6249,45.41,45.4604,45.1724,44.8954,45.9773,45.8757,45.3811,45.3323,45.2312,45.5077,45.2512,45.5149,45.5049,45.4817,45.3188,45.0219,45.0036,45.8126,45.6057,45.6208,45.5741,45.723,45.2232,45.5724,45.3409,45.5607,45.996,45.7491,45.6214,45.7343,45.2007,45.0934,44.9053,45.903,45.5445,45.2299,44.9821,45.0707,44.8665,47.4,46.2558,45.9297,46.2787,46.0487,46.1136,45.4752,45.8165,45.5856,45.6283,45.6087,46.5211,46.1137,45.8787
2475.0,46.2731,46.155,46.7008,46.2436,46.0502,45.6429,45.7729,45.503,46.7051,46.3484,46.0091,46.2042,46.0905,45.9481,45.944,46.0029,45.8143,45.5411,45.4996,46.447,46.2448,45.716,45.9839,45.637,45.9869,45.4337,46.5615,46.2058,45.8642,45.949,45.9172,46.2605,45.8846,45.962,45.9682,45.7567,45.8078,45.5163,45.242,46.3273,46.2289,45.7326,45.6805,45.5784,45.858,45.5966,45.8613,45.854,45.8284,45.664,45.372,45.3491,46.1641,45.9509,45.9695,45.9174,46.0699,45.5698,45.9221,45.6898,45.9109,46.3432,46.0925,45.9694,46.0778,45.5497,45.4419,45.2507,46.2494,45.8941,45.5742,45.3284,45.416,45.2114,47.7508,46.5931,46.2703,46.6245,46.3916,46.4643,45.8274,46.1693,45.9348,45.9797,45.9581,46.8691,46.4642,46.2279
2500.0,46.612,46.4954,47.0419,46.5807,46.3877,45.9854,46.1162,45.8432,47.0505,46.6945,46.3516,46.5476,46.4318,46.2934,46.2872,46.3459,46.1597,45.8849,45.843,46.7894,46.5866,46.0576,46.3226,45.9775,46.3293,45.7785,46.9062,46.5483,46.2052,46.2949,46.2613,46.6056,46.2305,46.3038,46.3079,46.0985,46.1508,45.8555,45.5815,46.6713,46.5731,46.0768,46.024,45.9205,46.2009,45.9393,46.202,46.1951,46.1683,46.0056,45.7155,45.688,46.5076,46.2898,46.3129,46.2547,46.4113,45.9107,46.2673,46.0326,46.2553,46.6848,46.4316,46.3124,46.4184,45.8924,45.7846,45.5928,46.591,46.2385,45.914,45.6685,45.7551,45.5512,48.0949,46.9275,46.6082,46.9632,46.7304,46.8107,46.173,46.518,46.2813,46.3256,46.3026,47.2098,46.8095,46.5713
2525.0,46.9614,46.83,47.3963,46.9295,46.7272,46.3245,46.4555,46.1805,47.395,47.038,46.6936,46.8892,46.7688,46.6397,46.6275,46.6871,46.5047,46.2253,46.1846,47.1326,46.9287,46.3928,46.6677,46.3137,46.6676,46.1151,47.2535,46.8894,46.5432,46.6414,46.6007,46.9492,46.5702,46.6381,46.6437,46.4367,46.4875,46.1968,45.9175,47.0077,46.9177,46.4139,46.3613,46.2539,46.5509,46.2781,46.5395,46.5364,46.505,46.3445,46.0558,46.0348,46.8482,46.6272,46.6529,46.5874,46.7627,46.2463,46.6067,46.3726,46.5937,47.0319,46.769,46.6575,46.7671,46.2315,46.1196,45.9469,46.9307,46.5809,46.255,46.0062,46.0925,45.8886,48.4448,47.2812,46.9515,47.3128,47.073,47.145,46.5132,46.8602,46.6224,46.6659,46.6418,47.5591,47.1512,46.9102
2550.0,47.3738,47.2196,47.8577,47.3558,47.132,46.687,46.8182,46.5439,47.7621,47.4003,47.05,47.2679,47.1284,47.0292,46.9858,47.0689,46.869,46.5747,46.5346,47.5306,47.3127,46.7635,47.1198,46.7012,47.0444,46.5481,47.6486,47.2896,46.9219,47.0292,46.9635,47.3326,46.9229,47.0059,47.0519,46.7875,46.8339,46.5767,46.29,47.3565,47.2954,46.7673,46.7026,46.6024,46.9155,46.6385,46.9124,46.9213,46.8668,46.7283,46.407,46.4382,47.213,47.023,47.0134,46.9681,47.1638,46.629,46.9738,46.7291,46.9511,47.4345,47.1704,47.0459,47.1652,46.6262,46.4902,46.3232,47.3164,46.9387,46.6583,46.351,46.4308,46.2476,48.8337,47.748,47.3554,47.6977,47.4792,47.5117,46.8785,47.2324,46.9848,47.0157,47.016,47.9736,47.5352,47.277
2575.0,47.9011,47.7037,48.4062,47.8943,47.6411,47.1143,47.3173,47.0101,48.2184,47.8788,47.5072,47.7588,47.5712,47.4555,47.4405,47.5464,47.3252,46.9944,46.9671,48.0657,47.7454,47.233,47.6607,47.1873,47.5316,47.1304,48.162,47.793,47.3966,47.5202,47.4295,47.8055,47.4065,47.4653,47.5398,47.2426,47.2607,47.0765,46.7604,47.8064,47.7484,47.2273,47.1212,47.0235,47.4095,47.0786,47.3817,47.3911,47.2884,47.2241,46.8405,46.9475,47.6448,47.5106,47.4823,47.4502,47.6563,47.0788,47.4078,47.2068,47.4232,47.9674,47.7204,47.5208,47.6665,47.1071,46.951,46.8029,47.7893,47.3764,47.1727,46.7582,46.9169,46.7288,49.3299,48.3005,47.891,48.1732,48.0141,47.9403,47.321,47.7118,47.4511,47.4496,47.45,48.4929,47.9931,47.7352
2600.0,48.5124,48.2982,49.0294,48.4977,48.2213,47.6544,47.9026,47.5847,48.7759,48.4462,48.0876,48.3248,48.1286,48.0007,47.9862,48.1321,47.8729,47.5212,47.5157,48.7017,48.3032,47.8226,48.2905,47.7838,48.1228,47.7207,48.75,48.3844,47.9731,48.1102,47.9857,48.384,47.9862,48.0334,48.1414,47.8066,47.7857,47.6607,47.3216,48.3627,48.3468,47.7863,47.6665,47.5681,47.9932,47.6287,47.945,47.9598,47.8366,47.7976,47.3783,47.5286,48.1822,48.0699,48.0322,48.0206,48.2189,47.6195,47.9555,47.7815,47.9919,48.5872,48.3389,48.0931,48.2589,47.6871,47.5056,47.361,48.3865,47.8764,47.7604,47.29,47.5125,47.297,49.9487,48.9211,48.5004,48.7877,48.6579,48.5017,47.8769,48.2999,48.0208,47.9656,48.0129,49.1299,48.5761,48.3225
2625.0,49.1845,48.9504,49.6824,49.1104,48.8952,48.2686,48.5549,48.2393,49.4337,49.13,48.7429,48.9468,48.7184,48.5962,48.585,48.7872,48.5083,48.1462,48.1161,49.3762,48.9368,48.4599,48.9339,48.4373,48.7934,48.3626,49.4015,49.0338,48.6113,48.7433,48.5973,49.0286,48.5884,48.6599,48.7947,48.4489,48.3965,48.2981,47.9576,48.9839,49.0089,48.4069,48.2934,48.1877,48.6576,48.2532,48.5759,48.6027,48.4409,48.4389,47.9904,48.1674,48.7922,48.6761,48.6324,48.6355,48.8393,48.2156,48.5787,48.4101,48.6263,49.2499,49.0216,48.7209,48.8978,48.3042,48.1152,47.9679,49.0532,48.5106,48.4094,47.9187,48.165,47.934,50.6151,49.5575,49.1574,49.4818,49.3551,49.1485,48.4934,48.9614,48.6681,48.5659,48.6573,49.8323,49.2411,48.9819
2650.0,49.8194,49.5806,50.3118,49.6886,49.5065,48.9027,49.2082,48.8781,50.1094,49.8137,49.4086,49.5815,49.347,49.2192,49.205,49.4168,49.1505,48.7763,48.7328,50.0247,49.5861,49.091,49.5353,49.0712,49.4407,48.9833,50.047,49.6687,49.2198,49.3494,49.2307,49.6718,49.2096,49.3072,49.4423,49.0891,49.0447,48.9236,48.5831,49.629,49.6679,49.046,48.9503,48.8198,49.3216,48.889,49.2354,49.2558,49.0824,49.0511,48.6415,48.7908,49.4139,49.2948,49.2344,49.2389,49.4572,48.8315,49.2092,49.0478,49.2611,49.8754,49.6638,49.3238,49.5057,48.9111,48.7146,48.5441,49.7068,49.1794,49.0255,48.5626,48.7918,48.5714,51.2729,50.1642,49.8535,50.1359,50.0029,49.8083,49.1454,49.5944,49.3024,49.1861,49.2962,50.5068,49.9251,49.638
2675.0,50.389,50.1472,50.8935,50.2428,50.0701,49.4745,49.7968,49.467,50.7307,50.4273,50.014,50.1701,49.9489,49.8037,49.8008,49.9803,49.7186,49.3586,49.3049,50.6047,50.1937,49.6804,50.0859,49.6378,50.0277,49.5463,50.6109,50.2326,49.7743,49.9025,49.8084,50.2493,49.8003,49.9024,50.0351,49.6873,49.6447,49.4852,49.1705,50.2392,50.2775,49.648,49.5581,49.4169,49.9261,49.4759,49.8383,49.8443,49.7034,49.6313,49.2436,49.3514,49.9965,49.8842,49.8086,49.7889,50.0398,49.418,49.8074,49.634,49.8124,50.435,50.2407,49.8824,50.0601,49.4735,49.2688,49.0883,50.2946,49.784,49.5858,49.1365,49.3614,49.1425,51.8798,50.7138,50.5223,50.7312,50.5654,50.402,49.7287,50.1773,49.8766,49.7666,49.878,51.0923,50.558,50.2286
2675.7,50.4036,50.1618,50.9086,50.2576,50.085,49.4895,49.8118,49.4824,50.7467,50.4427,50.0298,50.1855,49.965,49.8194,49.8167,49.9944,49.7334,49.3747,49.3196,50.6198,50.2094,49.6959,50.1001,49.6526,50.0422,49.5612,50.6258,50.2474,49.7888,49.9168,49.8234,50.2643,49.816,49.9179,50.0507,49.7029,49.6606,49.5001,49.1858,50.2554,50.2934,49.6643,49.5734,49.4323,49.941,49.491,49.8542,49.8595,49.7197,49.646,49.2592,49.3661,50.012,49.8994,49.8239,49.8032,50.0552,49.4331,49.8229,49.6492,49.8271,50.4496,50.2557,49.8975,50.0749,49.4885,49.2834,49.1026,50.3094,49.8,49.5996,49.1516,49.3755,49.1576,51.895,50.7282,50.5395,50.7468,50.58,50.4171,49.7437,50.1925,49.8915,49.7818,49.8933,51.1073,50.5749,50.2438
2700.0,50.9254,50.68,51.4357,50.7731,50.5997,49.9966,50.3293,50.0016,51.2633,50.9739,50.5405,50.7108,50.5055,50.3502,50.3489,50.4865,50.2392,49.9659,49.8186,51.1496,50.7549,50.2063,50.65,50.1578,50.5541,50.0771,51.1273,50.7652,50.2853,50.4116,50.3207,50.7665,50.3314,50.431,50.5654,50.2628,50.1849,50.0187,49.691,50.8019,50.8249,50.1963,50.1055,49.97,50.4582,50.0009,50.3883,50.3707,50.2584,50.1535,49.7892,49.8653,50.5395,50.4393,50.35,50.3069,50.5855,49.9538,50.3498,50.1658,50.3345,50.9556,50.7806,50.4124,50.5968,50.001,49.7891,49.5972,50.8253,50.3346,50.0737,49.6647,49.8649,49.6495,52.421,51.2687,51.0971,51.2583,51.0981,50.929,50.2526,50.7113,50.4077,50.3039,50.4049,51.6245,51.1186,50.7496
2725.0,51.5873,51.3322,52.1409,51.4122,51.2288,50.552,50.9234,50.6062,51.8092,51.571,51.107,51.3413,51.1076,50.8919,50.8996,51.0824,50.8204,50.62,50.4854,51.8329,51.3864,50.8117,51.3981,50.7701,51.1806,50.7282,51.7791,51.3961,50.8841,50.9974,50.8588,51.419,50.8658,50.9852,51.2368,50.9052,50.7655,50.6288,50.2814,51.3675,51.4385,50.7405,50.6317,50.5072,51.0676,50.5677,50.9316,50.9271,50.8113,50.7477,50.3506,50.4866,51.116,51.0833,50.9643,50.9511,51.2399,50.5782,50.9316,50.7597,50.8877,51.5772,51.451,51.033,51.2768,50.5786,50.3535,50.2386,51.3796,50.9029,50.6398,50.2201,50.4146,50.2555,53.051,51.9932,51.7456,51.8755,51.7373,51.5263,50.8159,51.2948,51.0127,50.9049,50.9822,52.2764,51.676,51.3208
2750.0,52.3758,52.1147,52.9724,52.1883,52.0076,51.2658,51.6564,51.3824,52.5578,52.3611,51.8863,52.1473,51.8932,51.6435,51.6242,51.8854,51.5829,51.395,51.3084,52.6615,52.1756,51.5964,52.2207,51.5606,51.9807,51.5093,52.5663,52.1988,51.6472,51.754,51.5718,52.2062,51.5699,51.7393,52.0431,51.6561,51.5649,51.4026,51.0256,52.0976,52.1918,51.4692,51.3382,51.2292,51.8338,51.3123,51.6475,51.6644,51.5307,51.4905,51.0582,51.2598,51.8876,51.8835,51.7133,51.7404,52.0076,51.3773,51.6858,51.524,51.6441,52.3686,52.2507,51.8148,52.1036,51.339,51.1004,51.0236,52.1494,51.6385,51.3737,50.9585,51.1176,50.9929,53.8773,52.8234,52.5562,52.666,52.5487,52.293,51.5617,52.0761,51.7834,51.6861,51.7311,53.1118,52.4205,52.0907
2775.0,53.1634,52.899,53.7739,52.9789,52.8036,52.0546,52.4648,52.16,53.4127,53.2184,52.7371,52.9984,52.7247,52.4769,52.4661,52.721,52.3967,52.2166,52.0926,53.4911,53.0198,52.3983,52.9535,52.3674,52.7884,52.2892,53.385,53.0234,52.4768,52.577,52.3846,53.0235,52.3979,52.5489,52.7891,52.4479,52.3539,52.1524,51.7959,52.9224,53.0168,52.3088,52.1509,52.0297,52.6298,52.1099,52.4513,52.4739,52.3361,52.2869,51.8558,52.0279,52.7656,52.7031,52.5175,52.5523,52.7717,52.2112,52.5156,52.3394,52.4792,53.1723,53.0336,52.6329,52.8772,52.1491,51.9099,51.7832,52.9924,52.4421,52.1634,51.7505,51.8952,51.7815,54.7163,53.5601,53.3344,53.4766,53.3335,53.1132,52.3134,52.8842,52.5899,52.4682,52.5294,53.912,53.2337,52.8992
2797.5,53.7595,53.4749,54.3533,53.5772,53.3983,52.6691,53.0958,52.7447,54.1308,53.8704,53.3935,53.5992,53.3611,53.1395,53.1351,53.3407,53.0032,52.8256,52.6619,54.0952,53.6709,52.9919,53.4722,52.9679,53.3721,52.8694,53.9884,53.6099,53.1,53.2181,53.0353,53.5869,53.0554,53.172,53.3517,53.036,52.9709,52.7225,52.3907,53.5909,53.6372,52.9679,52.8033,52.6723,53.2431,52.6881,53.1214,53.1057,52.9851,52.8849,52.5033,52.5849,53.4398,53.307,53.1626,53.1455,53.387,52.8358,53.1565,52.952,53.1139,53.7356,53.6133,53.2452,53.4178,52.7255,52.5166,52.3503,53.6451,53.0768,52.7412,52.3673,52.5031,52.3823,55.3403,54.0897,53.9106,54.0596,53.909,53.715,52.879,53.4863,53.2128,53.0911,53.1422,54.4988,53.9017,53.5177
